channel,t,amplitude
Bearing B,1.201,-0.880538
Bearing B,1.202,-1.153893
Bearing B,1.203,-1.389241
Bearing B,1.204,-1.3965
Bearing B,1.205,-0.959602
Bearing B,1.206,-0.654244
Bearing B,1.207,-0.522588
Bearing B,1.208,-0.273747
Bearing B,1.209,0.293243
Bearing B,1.21,0.969742
Bearing B,1.211,1.302145
Bearing B,1.212,1.414179
Bearing B,1.213,0.893859
Bearing B,1.214,0.121229
Bearing B,1.215,-0.511119
Bearing B,1.216,-0.350015
Bearing B,1.217,-0.181558
Bearing B,1.218,0.180611
Bearing B,1.219,-0.428295
Bearing B,1.22,-1.128288
Bearing B,1.221,-1.278336
Bearing B,1.222,-1.72379
Bearing B,1.223,-1.470041
Bearing B,1.224,-0.915445
Bearing B,1.225,-0.535286
Bearing B,1.226,-0.468257
Bearing B,1.227,0.291025
Bearing B,1.228,0.198545
Bearing B,1.229,0.711431
Bearing B,1.23,1.564079
Bearing B,1.231,2.003988
Bearing B,1.232,1.639819
Bearing B,1.233,1.491294
Bearing B,1.234,0.515986
Bearing B,1.235,-0.136298
Bearing B,1.236,-0.794493
Bearing B,1.237,-0.292711
Bearing B,1.238,-0.024618
Bearing B,1.239,-0.175651
Bearing B,1.24,-0.096287
Bearing B,1.241,-0.809815
Bearing B,1.242,-1.319399
Bearing B,1.243,-1.131101
Bearing B,1.244,-1.053383
Bearing B,1.245,-0.441292
Bearing B,1.246,-0.502071
Bearing B,1.247,-0.235667
Bearing B,1.248,0.329981
Bearing B,1.249,0.90979
Bearing B,1.25,1.676608
Bearing B,1.251,1.576185
Bearing B,1.252,1.32896
Bearing B,1.253,0.699831
Bearing B,1.254,0.231888
Bearing B,1.255,-0.205386
Bearing B,1.256,-0.550209
Bearing B,1.257,-0.037117
Bearing B,1.258,-0.110906
Bearing B,1.259,0.212487
Bearing B,1.26,-0.671995
Bearing B,1.261,-1.137058
Bearing B,1.262,-0.972235
Bearing B,1.263,-0.837657
Bearing B,1.264,-0.787776
Bearing B,1.265,-0.500807
Bearing B,1.266,-0.453294
Bearing B,1.267,0.04602
Bearing B,1.268,0.30509
Bearing B,1.269,0.739985
Bearing B,1.27,1.866743
Bearing B,1.271,1.723091
Bearing B,1.272,1.857784
Bearing B,1.273,1.311583
Bearing B,1.274,0.528476
Bearing B,1.275,0.146983
Bearing B,1.276,-0.032362
Bearing B,1.277,0.211161
Bearing B,1.278,-0.012297
Bearing B,1.279,-0.25598
Bearing B,1.28,-0.577243
Bearing B,1.281,-0.786924
Bearing B,1.282,-1.575288
Bearing B,1.283,-1.443339
Bearing B,1.284,-0.92585
Bearing B,1.285,-1.025702
Bearing B,1.286,-0.563563
Bearing B,1.287,-0.399937
Bearing B,1.288,0.033968
Bearing B,1.289,0.680706
Bearing B,1.29,1.421859
Bearing B,1.291,1.785648
Bearing B,1.292,1.457948
Bearing B,1.293,1.044667
Bearing B,1.294,0.261713
Bearing B,1.295,0.022773
Bearing B,1.296,-0.085943
Bearing B,1.297,0.098456
Bearing B,1.298,0.300064
Bearing B,1.299,-0.199069
Bearing B,1.3,-0.32832
Bearing B,1.301,-1.115717
Bearing B,1.302,-1.213636
Bearing B,1.303,-0.929917
Bearing B,1.304,-0.685655
Bearing B,1.305,-0.352796
Bearing B,1.306,-0.121682
Bearing B,1.307,-0.101911
Bearing B,1.308,0.681143
Bearing B,1.309,1.115689
Bearing B,1.31,1.776432
Bearing B,1.311,1.628205
Bearing B,1.312,1.731411
Bearing B,1.313,1.095886
Bearing B,1.314,0.454891
Bearing B,1.315,0.351807
Bearing B,1.316,0.009571
Bearing B,1.317,-0.002529
Bearing B,1.318,0.097735
Bearing B,1.319,0.014313
Bearing B,1.32,-0.652624
Bearing B,1.321,-0.618725
Bearing B,1.322,-0.810754
Bearing B,1.323,-1.104029
Bearing B,1.324,-0.68536
Bearing B,1.325,-0.607335
Bearing B,1.326,-0.593289
Bearing B,1.327,-0.180593
Bearing B,1.328,0.341638
Bearing B,1.329,1.223708
Bearing B,1.33,1.763261
Bearing B,1.331,2.068947
Bearing B,1.332,2.255354
Bearing B,1.333,2.031346
Bearing B,1.334,1.153834
Bearing B,1.335,0.955123
Bearing B,1.336,0.594019
Bearing B,1.337,0.582539
Bearing B,1.338,0.447721
Bearing B,1.339,0.684666
Bearing B,1.34,0.227722
Bearing B,1.341,-0.4826
Bearing B,1.342,-0.706852
Bearing B,1.343,-0.664288
Bearing B,1.344,-0.321459
Bearing B,1.345,-0.302397
Bearing B,1.346,-0.155364
Bearing B,1.347,0.073312
Bearing B,1.348,0.34158
Bearing B,1.349,1.230098
Bearing B,1.35,1.821864
Bearing B,1.351,1.638908
Bearing B,1.352,1.33847
Bearing B,1.353,1.101006
Bearing B,1.354,0.544566
Bearing B,1.355,-0.110007
Bearing B,1.356,0.042007
Bearing B,1.357,0.229267
Bearing B,1.358,0.079467
Bearing B,1.359,0.219538
Bearing B,1.36,-0.196971
Bearing B,1.361,-0.4838
Bearing B,1.362,-0.875779
Bearing B,1.363,-0.277181
Bearing B,1.364,-0.392801
Bearing B,1.365,-0.170542
Bearing B,1.366,-0.122372
Bearing B,1.367,-0.08163
Bearing B,1.368,0.172451
Bearing B,1.369,0.774856
Bearing B,1.37,1.275963
Bearing B,1.371,1.711971
Bearing B,1.372,1.839432
Bearing B,1.373,1.531525
Bearing B,1.374,0.874105
Bearing B,1.375,0.125621
Bearing B,1.376,0.427816
Bearing B,1.377,0.202092
Bearing B,1.378,0.264031
Bearing B,1.379,0.070212
Bearing B,1.38,-0.4363
Bearing B,1.381,-0.880114
Bearing B,1.382,-0.514711
Bearing B,1.383,-0.744491
Bearing B,1.384,-0.661668
Bearing B,1.385,-0.31433
Bearing B,1.386,0.014445
Bearing B,1.387,-0.437311
Bearing B,1.388,-0.050295
Bearing B,1.389,0.686925
Bearing B,1.39,1.43282
Bearing B,1.391,1.83055
Bearing B,1.392,1.283612
Bearing B,1.393,0.944404
Bearing B,1.394,0.234055
Bearing B,1.395,0.230298
Bearing B,1.396,-0.240396
Bearing B,1.397,-0.033606
Bearing B,1.398,0.233678
Bearing B,1.399,0.25512
Bearing B,1.4,0.147155
Bearing B,1.401,-0.657679
Bearing B,1.402,-1.320948
Bearing B,1.403,-0.895285
Bearing B,1.404,-0.686487
Bearing B,1.405,-0.458298
Bearing B,1.406,-0.289832
Bearing B,1.407,-0.197818
Bearing B,1.408,0.118202
Bearing B,1.409,0.67382
Bearing B,1.41,1.248755
Bearing B,1.411,1.626978
Bearing B,1.412,1.492315
Bearing B,1.413,0.504947
Bearing B,1.414,0.317876
Bearing B,1.415,-0.019608
Bearing B,1.416,-0.228138
Bearing B,1.417,-0.079098
Bearing B,1.418,0.155047
Bearing B,1.419,-0.078411
Bearing B,1.42,-0.648236
Bearing B,1.421,-1.134155
Bearing B,1.422,-1.195061
Bearing B,1.423,-0.879066
Bearing B,1.424,-1.161328
Bearing B,1.425,-0.563578
Bearing B,1.426,-0.477403
Bearing B,1.427,-0.346378
Bearing B,1.428,0.095033
Bearing B,1.429,0.4899
Bearing B,1.43,1.084051
Bearing B,1.431,1.298796
Bearing B,1.432,1.08695
Bearing B,1.433,0.709159
Bearing B,1.434,-0.067366
Bearing B,1.435,-0.132253
Bearing B,1.436,-0.086666
Bearing B,1.437,0.291523
Bearing B,1.438,0.35223
Bearing B,1.439,0.467383
Bearing B,1.44,0.273673
Bearing B,1.441,-0.18558
Bearing B,1.442,-0.92189
Bearing B,1.443,-0.908435
Bearing B,1.444,-0.540388
Bearing B,1.445,-0.500133
Bearing B,1.446,-0.231151
Bearing B,1.447,-0.127926
Bearing B,1.448,0.447273
Bearing B,1.449,0.789838
Bearing B,1.45,1.510246
Bearing B,1.451,2.080381
Bearing B,1.452,1.744225
Bearing B,1.453,0.747513
Bearing B,1.454,0.027295
Bearing B,1.455,-0.093593
Bearing B,1.456,-0.250828
Bearing B,1.457,0.235474
Bearing B,1.458,0.571881
Bearing B,1.459,0.317587
Bearing B,1.46,-0.169108
Bearing B,1.461,-0.658104
Bearing B,1.462,-0.80097
Bearing B,1.463,-0.925662
Bearing B,1.464,-0.992567
Bearing B,1.465,-0.957133
Bearing B,1.466,-0.634309
Bearing B,1.467,-0.033579
Bearing B,1.468,0.616403
Bearing B,1.469,1.046951
Bearing B,1.47,1.178471
Bearing B,1.471,1.627453
Bearing B,1.472,1.995815
Bearing B,1.473,1.401937
Bearing B,1.474,0.824236
Bearing B,1.475,0.240398
Bearing B,1.476,0.094916
Bearing B,1.477,0.298556
Bearing B,1.478,0.409687
Bearing B,1.479,0.248328
Bearing B,1.48,-0.11612
Bearing B,1.481,-0.92725
Bearing B,1.482,-0.965351
Bearing B,1.483,-0.972112
Bearing B,1.484,-0.793242
Bearing B,1.485,-0.581532
Bearing B,1.486,-0.37242
Bearing B,1.487,-0.012638
Bearing B,1.488,0.553951
Bearing B,1.489,1.416558
Bearing B,1.49,2.087607
Bearing B,1.491,2.404041
Bearing B,1.492,1.606567
Bearing B,1.493,0.812799
Bearing B,1.494,0.554953
Bearing B,1.495,0.158649
Bearing B,1.496,0.073337
Bearing B,1.497,0.301082
Bearing B,1.498,0.327685
Bearing B,1.499,-0.064598
Bearing B,1.5,-0.300363
Bearing B,1.501,-0.411618
Bearing B,1.502,-0.757391
Bearing B,1.503,-0.807227
Bearing B,1.504,-0.490994
Bearing B,1.505,-0.104224
Bearing B,1.506,-0.195173
Bearing B,1.507,0.17742
Bearing B,1.508,0.639936
Bearing B,1.509,1.302939
Bearing B,1.51,1.756689
Bearing B,1.511,1.640902
Bearing B,1.512,1.518973
Bearing B,1.513,0.994034
Bearing B,1.514,0.067042
Bearing B,1.515,-0.331666
Bearing B,1.516,-0.321969
Bearing B,1.517,-0.022858
Bearing B,1.518,0.440967
Bearing B,1.519,-0.253044
Bearing B,1.52,-0.564412
Bearing B,1.521,-0.60354
Bearing B,1.522,-0.987052
Bearing B,1.523,-1.208042
Bearing B,1.524,-1.014125
Bearing B,1.525,-0.974408
Bearing B,1.526,-0.182649
Bearing B,1.527,-0.12922
Bearing B,1.528,0.213167
Bearing B,1.529,0.77508
Bearing B,1.53,1.431644
Bearing B,1.531,1.612193
Bearing B,1.532,1.295417
Bearing B,1.533,0.807835
Bearing B,1.534,-0.079168
Bearing B,1.535,-0.30791
Bearing B,1.536,-0.552571
Bearing B,1.537,-0.537717
Bearing B,1.538,-0.187256
Bearing B,1.539,-0.263404
Bearing B,1.54,-0.827293
Bearing B,1.541,-1.117854
Bearing B,1.542,-1.630408
Bearing B,1.543,-1.273197
Bearing B,1.544,-1.122491
Bearing B,1.545,-0.657135
Bearing B,1.546,-0.660735
Bearing B,1.547,-0.447473
Bearing B,1.548,-0.175194
Bearing B,1.549,0.844164
Bearing B,1.55,1.238643
Bearing B,1.551,1.37045
Bearing B,1.552,0.970482
Bearing B,1.553,0.705729
Bearing B,1.554,0.043578
Bearing B,1.555,-0.518385
Bearing B,1.556,-0.248071
Bearing B,1.557,-0.373796
Bearing B,1.558,-0.078157
Bearing B,1.559,-0.01622
Bearing B,1.56,-0.528826
Bearing B,1.561,-1.288025
Bearing B,1.562,-1.556457
Bearing B,1.563,-1.418293
Bearing B,1.564,-1.332994
Bearing B,1.565,-1.023243
Bearing B,1.566,-0.733581
Bearing B,1.567,-0.459427
Bearing B,1.568,-0.011885
Bearing B,1.569,0.858368
Bearing B,1.57,1.427114
Bearing B,1.571,1.368111
Bearing B,1.572,1.065042
Bearing B,1.573,0.885634
Bearing B,1.574,0.624166
Bearing B,1.575,0.193863
Bearing B,1.576,-0.057207
Bearing B,1.577,-0.011878
Bearing B,1.578,0.36386
Bearing B,1.579,0.550819
Bearing B,1.58,-0.065373
Bearing B,1.581,-0.73726
Bearing B,1.582,-0.845617
Bearing B,1.583,-0.757002
Bearing B,1.584,-0.927262
Bearing B,1.585,-0.824286
Bearing B,1.586,-0.310325
Bearing B,1.587,-0.114255
Bearing B,1.588,0.41125
Bearing B,1.589,1.195545
Bearing B,1.59,1.498135
Bearing B,1.591,1.891727
Bearing B,1.592,1.360072
Bearing B,1.593,0.801778
Bearing B,1.594,0.076
Bearing B,1.595,-0.320998
Bearing B,1.596,-0.139134
Bearing B,1.597,-0.164053
Bearing B,1.598,-0.198526
Bearing B,1.599,0.090358
Bearing B,1.6,-0.557814
Bearing B,1.601,-1.142456
Bearing B,1.602,-1.332413
Bearing B,1.603,-1.106486
Bearing B,1.604,-0.704336
Bearing B,1.605,-0.7271
Bearing B,1.606,-0.166704
Bearing B,1.607,-0.079605
Bearing B,1.608,0.303468
Bearing B,1.609,0.635801
Bearing B,1.61,1.330476
Bearing B,1.611,1.510501
Bearing B,1.612,1.252937
Bearing B,1.613,0.629339
Bearing B,1.614,0.224631
Bearing B,1.615,-0.187111
Bearing B,1.616,-0.491542
Bearing B,1.617,-0.153366
Bearing B,1.618,-0.223677
Bearing B,1.619,-0.349787
Bearing B,1.62,-0.855836
Bearing B,1.621,-1.173471
Bearing B,1.622,-1.51039
Bearing B,1.623,-0.959141
Bearing B,1.624,-0.585349
Bearing B,1.625,-0.71908
Bearing B,1.626,-0.821291
Bearing B,1.627,-0.456565
Bearing B,1.628,0.096067
Bearing B,1.629,0.726259
Bearing B,1.63,1.297195
Bearing B,1.631,1.34946
Bearing B,1.632,1.292342
Bearing B,1.633,0.648209
Bearing B,1.634,-0.010384
Bearing B,1.635,-0.184206
Bearing B,1.636,-0.203871
Bearing B,1.637,-0.059193
Bearing B,1.638,-0.091108
Bearing B,1.639,0.37664
Bearing B,1.64,-0.501473
Bearing B,1.641,-0.991394
Bearing B,1.642,-1.356452
Bearing B,1.643,-1.290241
Bearing B,1.644,-1.063042
Bearing B,1.645,-0.828341
Bearing B,1.646,-0.312734
Bearing B,1.647,-0.297215
Bearing B,1.648,0.000318
Bearing B,1.649,0.458235
Bearing B,1.65,1.48393
Bearing B,1.651,1.728849
Bearing B,1.652,1.678542
Bearing B,1.653,1.298109
Bearing B,1.654,0.53714
Bearing B,1.655,-0.216087
Bearing B,1.656,0.011465
Bearing B,1.657,-0.087927
Bearing B,1.658,0.399717
Bearing B,1.659,0.410489
Bearing B,1.66,-0.188721
Bearing B,1.661,-0.58584
Bearing B,1.662,-1.229064
Bearing B,1.663,-0.825134
Bearing B,1.664,-0.723364
Bearing B,1.665,-0.865556
Bearing B,1.666,-0.256547
Bearing B,1.667,0.183355
Bearing B,1.668,0.187804
Bearing B,1.669,1.147728
Bearing B,1.67,1.377669
Bearing B,1.671,1.641616
Bearing B,1.672,1.663107
Bearing B,1.673,0.87821
Bearing B,1.674,0.058514
Bearing B,1.675,-0.58839
Bearing B,1.676,-0.751082
Bearing B,1.677,-0.551274
Bearing B,1.678,-0.182941
Bearing B,1.679,0.047532
Bearing B,1.68,-0.545721
Bearing B,1.681,-0.888793
Bearing B,1.682,-1.589048
Bearing B,1.683,-1.23847
Bearing B,1.684,-1.188296
Bearing B,1.685,-0.575591
Bearing B,1.686,-0.774591
Bearing B,1.687,-0.288135
Bearing B,1.688,-0.089029
Bearing B,1.689,0.655685
Bearing B,1.69,1.396215
Bearing B,1.691,1.416931
Bearing B,1.692,1.23049
Bearing B,1.693,0.687326
Bearing B,1.694,0.323521
Bearing B,1.695,-0.152912
Bearing B,1.696,-0.032095
Bearing B,1.697,0.386105
Bearing B,1.698,0.509918
Bearing B,1.699,0.308011
Bearing B,1.7,-0.096111
Bearing B,1.701,-0.550119
Bearing B,1.702,-0.932284
Bearing B,1.703,-0.971615
Bearing B,1.704,-1.165013
Bearing B,1.705,-1.00453
Bearing B,1.706,-0.553814
Bearing B,1.707,0.176726
Bearing B,1.708,0.101534
Bearing B,1.709,0.697073
Bearing B,1.71,1.423928
Bearing B,1.711,1.542761
Bearing B,1.712,1.584139
Bearing B,1.713,1.181343
Bearing B,1.714,0.205549
Bearing B,1.715,-0.077559
Bearing B,1.716,0.117382
Bearing B,1.717,0.109382
Bearing B,1.718,0.568905
Bearing B,1.719,0.170285
Bearing B,1.72,-0.612156
Bearing B,1.721,-0.638018
Bearing B,1.722,-0.889003
Bearing B,1.723,-0.682274
Bearing B,1.724,-0.878918
Bearing B,1.725,-0.708393
Bearing B,1.726,-0.22856
Bearing B,1.727,-0.033611
Bearing B,1.728,0.399843
Bearing B,1.729,0.783199
Bearing B,1.73,1.039373
Bearing B,1.731,1.572471
Bearing B,1.732,1.582442
Bearing B,1.733,0.961553
Bearing B,1.734,0.254051
Bearing B,1.735,-0.43593
Bearing B,1.736,-0.160204
Bearing B,1.737,0.0122
Bearing B,1.738,-0.169073
Bearing B,1.739,0.107772
Bearing B,1.74,-0.127549
Bearing B,1.741,-0.757205
Bearing B,1.742,-0.741355
Bearing B,1.743,-0.731602
Bearing B,1.744,-0.901692
Bearing B,1.745,-0.851403
Bearing B,1.746,-0.386892
Bearing B,1.747,0.300436
Bearing B,1.748,0.448971
Bearing B,1.749,1.413685
Bearing B,1.75,1.942622
Bearing B,1.751,2.100262
Bearing B,1.752,2.047595
Bearing B,1.753,1.258454
Bearing B,1.754,0.733876
Bearing B,1.755,-0.245496
Bearing B,1.756,0.028729
Bearing B,1.757,0.254375
Bearing B,1.758,0.159021
Bearing B,1.759,0.320879
Bearing B,1.76,0.047824
Bearing B,1.761,-0.400663
Bearing B,1.762,-0.68071
Bearing B,1.763,-0.525446
Bearing B,1.764,-0.786109
Bearing B,1.765,-0.997741
Bearing B,1.766,-0.454266
Bearing B,1.767,-0.314502
Bearing B,1.768,0.29456
Bearing B,1.769,0.851041
Bearing B,1.77,1.330947
Bearing B,1.771,1.787427
Bearing B,1.772,1.988705
Bearing B,1.773,1.37729
Bearing B,1.774,0.605246
Bearing B,1.775,-0.018115
Bearing B,1.776,0.139994
Bearing B,1.777,-0.034231
Bearing B,1.778,0.413379
Bearing B,1.779,0.229087
Bearing B,1.78,-0.141743
Bearing B,1.781,-0.9018
Bearing B,1.782,-1.278133
Bearing B,1.783,-0.828586
Bearing B,1.784,-1.121077
Bearing B,1.785,-0.96699
Bearing B,1.786,-0.864662
Bearing B,1.787,-0.640227
Bearing B,1.788,-0.265193
Bearing B,1.789,0.871647
Bearing B,1.79,1.173864
Bearing B,1.791,1.196106
Bearing B,1.792,0.996129
Bearing B,1.793,0.833168
Bearing B,1.794,0.199922
Bearing B,1.795,-0.45036
Bearing B,1.796,-0.436694
Bearing B,1.797,-0.402302
Bearing B,1.798,-0.063296
Bearing B,1.799,-0.39934
Bearing B,1.8,-0.467694
Bearing B,1.801,-0.835955
Bearing B,1.802,-0.91301
Bearing B,1.803,-1.196717
Bearing B,1.804,-0.698822
Bearing B,1.805,-0.538102
Bearing B,1.806,-0.257037
Bearing B,1.807,-0.289766
Bearing B,1.808,0.187661
Bearing B,1.809,0.568972
Bearing B,1.81,1.259618
Bearing B,1.811,1.342665
Bearing B,1.812,1.198854
Bearing B,1.813,1.000974
Bearing B,1.814,0.384481
Bearing B,1.815,0.334504
Bearing B,1.816,0.092605
Bearing B,1.817,0.103802
Bearing B,1.818,0.507627
Bearing B,1.819,0.126072
Bearing B,1.82,-0.151059
Bearing B,1.821,-0.188817
Bearing B,1.822,-0.741818
Bearing B,1.823,-0.616625
Bearing B,1.824,-0.552921
Bearing B,1.825,-0.835822
Bearing B,1.826,0.019188
Bearing B,1.827,0.337197
Bearing B,1.828,0.734731
Bearing B,1.829,1.115566
Bearing B,1.83,1.770532
Bearing B,1.831,2.095922
Bearing B,1.832,1.520545
Bearing B,1.833,0.942783
Bearing B,1.834,0.484767
Bearing B,1.835,0.055464
Bearing B,1.836,0.007154
Bearing B,1.837,-0.396543
Bearing B,1.838,-0.360116
Bearing B,1.839,-0.408489
Bearing B,1.84,-0.74597
Bearing B,1.841,-1.322432
Bearing B,1.842,-1.439954
Bearing B,1.843,-1.563706
Bearing B,1.844,-1.394001
Bearing B,1.845,-0.996066
Bearing B,1.846,-1.023856
Bearing B,1.847,-0.604915
Bearing B,1.848,-0.041979
Bearing B,1.849,0.283645
Bearing B,1.85,0.647243
Bearing B,1.851,1.383724
Bearing B,1.852,1.071615
Bearing B,1.853,0.741747
Bearing B,1.854,0.147231
Bearing B,1.855,0.004839
Bearing B,1.856,-0.444207
Bearing B,1.857,0.00943
Bearing B,1.858,-0.353565
Bearing B,1.859,-0.759261
Bearing B,1.86,-0.760253
Bearing B,1.861,-1.210995
Bearing B,1.862,-1.276409
Bearing B,1.863,-1.198448
Bearing B,1.864,-0.849121
Bearing B,1.865,-0.728105
Bearing B,1.866,-0.671774
Bearing B,1.867,-0.493524
Bearing B,1.868,-0.023082
Bearing B,1.869,0.549205
Bearing B,1.87,1.347267
Bearing B,1.871,1.501652
Bearing B,1.872,1.177512
Bearing B,1.873,0.767843
Bearing B,1.874,0.119652
Bearing B,1.875,-0.381179
Bearing B,1.876,-0.393182
Bearing B,1.877,-0.311156
Bearing B,1.878,-0.151205
Bearing B,1.879,-0.06282
Bearing B,1.88,-0.035356
Bearing B,1.881,-0.730351
Bearing B,1.882,-1.172969
Bearing B,1.883,-1.284692
Bearing B,1.884,-1.126249
Bearing B,1.885,-0.723804
Bearing B,1.886,-0.390535
Bearing B,1.887,0.093973
Bearing B,1.888,0.196171
Bearing B,1.889,0.696522
Bearing B,1.89,1.315573
Bearing B,1.891,1.636707
Bearing B,1.892,1.398882
Bearing B,1.893,0.678773
Bearing B,1.894,0.223489
Bearing B,1.895,-0.36196
Bearing B,1.896,-0.248913
Bearing B,1.897,0.263824
Bearing B,1.898,0.128722
Bearing B,1.899,-0.436843
Bearing B,1.9,-0.722653
Bearing B,1.901,-0.792381
Bearing B,1.902,-1.090195
Bearing B,1.903,-0.949461
Bearing B,1.904,-0.837823
Bearing B,1.905,-0.717776
Bearing B,1.906,-0.131717
Bearing B,1.907,-0.129092
Bearing B,1.908,0.458888
Bearing B,1.909,0.838249
Bearing B,1.91,1.271461
Bearing B,1.911,1.548148
Bearing B,1.912,1.592723
Bearing B,1.913,0.996996
Bearing B,1.914,0.340317
Bearing B,1.915,-0.042921
Bearing B,1.916,0.17196
Bearing B,1.917,-0.229965
Bearing B,1.918,0.042636
Bearing B,1.919,0.333253
Bearing B,1.92,-0.050455
Bearing B,1.921,-0.578043
Bearing B,1.922,-1.088205
Bearing B,1.923,-1.187377
Bearing B,1.924,-0.968646
Bearing B,1.925,-0.53151
Bearing B,1.926,-0.18432
Bearing B,1.927,-0.416755
Bearing B,1.928,0.268961
Bearing B,1.929,1.029272
Bearing B,1.93,1.427242
Bearing B,1.931,1.987243
Bearing B,1.932,1.756618
Bearing B,1.933,1.023169
Bearing B,1.934,0.567824
Bearing B,1.935,0.187885
Bearing B,1.936,-0.040412
Bearing B,1.937,0.487059
Bearing B,1.938,-0.407028
Bearing B,1.939,-0.176114
Bearing B,1.94,-0.456354
Bearing B,1.941,-0.969967
Bearing B,1.942,-0.914476
Bearing B,1.943,-1.106448
Bearing B,1.944,-0.980085
Bearing B,1.945,-0.690341
Bearing B,1.946,-0.557403
Bearing B,1.947,-0.520003
Bearing B,1.948,-0.089599
Bearing B,1.949,0.475971
Bearing B,1.95,1.510892
Bearing B,1.951,1.823289
Bearing B,1.952,1.742097
Bearing B,1.953,0.87719
Bearing B,1.954,0.379326
Bearing B,1.955,0.280096
Bearing B,1.956,0.074453
Bearing B,1.957,0.137712
Bearing B,1.958,0.240866
Bearing B,1.959,-0.16379
Bearing B,1.96,-0.421418
Bearing B,1.961,-1.0872
Bearing B,1.962,-1.396217
Bearing B,1.963,-0.973282
Bearing B,1.964,-1.176561
Bearing B,1.965,-0.761555
Bearing B,1.966,-0.512908
Bearing B,1.967,-0.226852
Bearing B,1.968,0.392099
Bearing B,1.969,0.757848
Bearing B,1.97,1.444612
Bearing B,1.971,1.954406
Bearing B,1.972,1.586203
Bearing B,1.973,1.15111
Bearing B,1.974,0.560148
Bearing B,1.975,-0.349405
Bearing B,1.976,-0.236718
Bearing B,1.977,0.059146
Bearing B,1.978,-0.039633
Bearing B,1.979,-0.061673
Bearing B,1.98,-0.648355
Bearing B,1.981,-1.092481
Bearing B,1.982,-1.276295
Bearing B,1.983,-1.216884
Bearing B,1.984,-0.953561
Bearing B,1.985,-0.869374
Bearing B,1.986,-1.086588
Bearing B,1.987,-0.829279
Bearing B,1.988,-0.524335
Bearing B,1.989,0.439882
Bearing B,1.99,0.979628
Bearing B,1.991,1.126104
Bearing B,1.992,1.100752
Bearing B,1.993,0.814486
Bearing B,1.994,-0.421873
Bearing B,1.995,-0.811692
Bearing B,1.996,-1.265398
Bearing B,1.997,-0.723234
Bearing B,1.998,-0.449346
Bearing B,1.999,-0.579354
Bearing B,2.0,-0.793572
Bearing B,2.001,-1.138176
Bearing B,2.002,-1.422499
Bearing B,2.003,-1.516745
Bearing B,2.004,-0.901921
Bearing B,2.005,-1.084995
Bearing B,2.006,-1.020774
Bearing B,2.007,-0.451802
Bearing B,2.008,-0.103721
Bearing B,2.009,0.576879
Bearing B,2.01,1.222679
Bearing B,2.011,1.828546
Bearing B,2.012,1.39623
Bearing B,2.013,1.003074
Bearing B,2.014,0.238202
Bearing B,2.015,-0.232684
Bearing B,2.016,-0.483244
Bearing B,2.017,-0.135035
Bearing B,2.018,-0.182904
Bearing B,2.019,-0.312679
Bearing B,2.02,-0.431146
Bearing B,2.021,-0.947588
Bearing B,2.022,-1.177384
Bearing B,2.023,-1.229072
Bearing B,2.024,-0.99092
Bearing B,2.025,-0.536923
Bearing B,2.026,-0.527247
Bearing B,2.027,-0.588371
Bearing B,2.028,-0.459668
Bearing B,2.029,0.298331
Bearing B,2.03,1.043038
Bearing B,2.031,1.466298
Bearing B,2.032,1.129163
Bearing B,2.033,0.567371
Bearing B,2.034,0.289558
Bearing B,2.035,-0.459325
Bearing B,2.036,-0.680065
Bearing B,2.037,-0.177743
Bearing B,2.038,0.224141
Bearing B,2.039,0.208445
Bearing B,2.04,-0.387377
Bearing B,2.041,-0.776014
Bearing B,2.042,-1.065164
Bearing B,2.043,-1.030595
Bearing B,2.044,-0.837396
Bearing B,2.045,-0.848587
Bearing B,2.046,-0.749265
Bearing B,2.047,-0.544757
Bearing B,2.048,-0.336215
Bearing B,2.049,0.297359
Bearing B,2.05,1.157484
Bearing B,2.051,1.433708
Bearing B,2.052,1.090455
Bearing B,2.053,0.670845
Bearing B,2.054,0.185102
Bearing B,2.055,-0.180237
Bearing B,2.056,-0.394027
Bearing B,2.057,-0.275934
Bearing B,2.058,-0.114224
Bearing B,2.059,-0.449768
Bearing B,2.06,-0.557072
Bearing B,2.061,-1.302307
Bearing B,2.062,-1.015536
Bearing B,2.063,-1.0069
Bearing B,2.064,-0.829521
Bearing B,2.065,-0.434725
Bearing B,2.066,-0.458748
Bearing B,2.067,-0.466904
Bearing B,2.068,-0.023508
Bearing B,2.069,0.386258
Bearing B,2.07,1.386131
Bearing B,2.071,1.306698
Bearing B,2.072,1.206146
Bearing B,2.073,0.602363
Bearing B,2.074,-0.302409
Bearing B,2.075,-0.387696
Bearing B,2.076,-0.354134
Bearing B,2.077,-0.178897
Bearing B,2.078,0.166535
Bearing B,2.079,0.169974
Bearing B,2.08,-0.460615
Bearing B,2.081,-0.597527
Bearing B,2.082,-1.174697
Bearing B,2.083,-0.886826
Bearing B,2.084,-0.404599
Bearing B,2.085,-0.760024
Bearing B,2.086,-0.362015
Bearing B,2.087,-0.156395
Bearing B,2.088,0.104653
Bearing B,2.089,0.610065
Bearing B,2.09,1.228829
Bearing B,2.091,1.611488
Bearing B,2.092,1.49065
Bearing B,2.093,0.494954
Bearing B,2.094,0.159171
Bearing B,2.095,-0.101414
Bearing B,2.096,-0.481509
Bearing B,2.097,0.137549
Bearing B,2.098,0.391685
Bearing B,2.099,0.289175
Bearing B,2.1,0.111737
