x,y,label,pred,split
19.4034,2.9023,B-cell,NK,train
18.2231,0.1888,B-cell,B-cell,train
-8.3178,10.9709,Monocyte,Monocyte,train
10.4869,-2.4664,T-cell,T-cell,test
14.4001,-3.2283,T-cell,T-cell,test
23.3726,4.0724,B-cell,B-cell,train
15.879,3.5885,B-cell,B-cell,train
-7.3345,-8.2971,Dendritic,Dendritic,train
17.2916,-2.2094,B-cell,B-cell,test
-14.834,0.2891,Neutrophil,Neutrophil,test
19.0492,4.4259,B-cell,B-cell,test
-14.0989,0.102,Neutrophil,Neutrophil,train
-7.0948,-10.5884,Dendritic,Dendritic,test
26.0204,4.5389,B-cell,NK,test
13.9672,-7.6766,NK,NK,train
25.4083,5.6492,B-cell,NK,train
15.0174,-4.131,NK,NK,train
-9.3195,13.3521,Monocyte,Monocyte,train
-1.1867,-13.5628,Erythrocyte,Erythrocyte,train
12.3857,-4.2413,NK,T-cell,test
-8.9908,-1.7052,Neutrophil,Neutrophil,test
7.9945,-8.5095,Platelet,Platelet,train
13.698,-8.0255,Platelet,Platelet,train
-9.6617,6.2927,Monocyte,Monocyte,train
-7.7843,4.9835,Neutrophil,Neutrophil,test
-10.1994,-0.0246,Neutrophil,Neutrophil,train
22.2147,3.8553,B-cell,B-cell,train
1.9307,-13.3928,Platelet,Platelet,test
14.6715,-0.3231,B-cell,B-cell,train
-12.6817,3.4806,Neutrophil,Neutrophil,train
1.9608,-23.6969,Erythrocyte,Erythrocyte,train
11.1327,-6.3392,NK,NK,train
17.8249,-7.8468,NK,NK,train
16.5532,6.6547,T-cell,T-cell,train
20.2967,2.5525,B-cell,B-cell,train
8.4556,-4.4894,NK,NK,train
-0.9953,-13.7065,Erythrocyte,Erythrocyte,train
-11.4222,8.0665,Monocyte,Monocyte,train
14.8315,-1.5741,Platelet,Platelet,train
19.5716,7.2471,B-cell,B-cell,train
22.7019,-2.2474,NK,T-cell,train
-12.4933,2.2709,Neutrophil,Neutrophil,train
9.6718,2.2509,T-cell,T-cell,train
14.8451,-3.2614,T-cell,T-cell,train
-12.1056,2.5014,Neutrophil,Neutrophil,train
12.1065,-1.6489,T-cell,T-cell,test
15.45,7.6401,T-cell,T-cell,train
14.222,-0.3194,B-cell,T-cell,train
12.16,-6.3992,T-cell,T-cell,train
-5.9802,-6.6682,Erythrocyte,Erythrocyte,test
-10.4055,8.6609,Monocyte,Monocyte,train
1.7568,-15.0618,Erythrocyte,Erythrocyte,train
-7.995,8.682,Monocyte,Monocyte,train
10.9479,-13.4117,Platelet,Platelet,train
-10.3523,-10.3077,Dendritic,Dendritic,train
-9.3487,12.5448,Monocyte,Monocyte,test
-13.0889,4.2138,Monocyte,NK,train
10.2343,-7.7691,Platelet,Platelet,train
0.4238,-15.0829,Erythrocyte,Erythrocyte,train
-6.79,5.7967,Monocyte,Monocyte,train
14.3127,-4.4192,T-cell,T-cell,train
-11.5736,2.2286,Neutrophil,Neutrophil,train
-10.2365,8.3035,Monocyte,Erythrocyte,train
-11.9118,8.0287,Monocyte,Monocyte,train
-8.6948,4.479,Monocyte,Monocyte,train
24.2286,4.994,B-cell,B-cell,test
13.9448,-7.5784,T-cell,T-cell,train
13.3735,-7.6989,NK,NK,train
13.7255,-4.1658,T-cell,NK,train
-6.1575,-10.102,Dendritic,Dendritic,train
-12.9664,9.0718,Monocyte,Monocyte,train
-5.6748,-8.1103,Dendritic,Dendritic,train
12.6708,0.9377,T-cell,T-cell,train
17.3818,-7.2085,NK,NK,train
-5.7613,13.9008,Monocyte,Monocyte,train
20.1316,3.6263,B-cell,NK,train
-9.799,9.3923,Monocyte,Monocyte,test
5.8943,-12.8601,Platelet,Platelet,train
16.7344,-2.6188,T-cell,T-cell,train
10.1287,-6.0234,NK,T-cell,train
-18.6324,-2.2998,Neutrophil,Neutrophil,train
-10.8069,-9.3829,Dendritic,Dendritic,train
2.5246,-18.2369,Erythrocyte,Erythrocyte,train
-1.3043,-12.6166,Erythrocyte,Platelet,train
12.302,-6.5042,T-cell,T-cell,test
13.8785,-1.3311,B-cell,B-cell,train
12.4624,-3.664,T-cell,T-cell,train
-8.7786,-10.4495,Dendritic,Dendritic,test
11.9008,-5.1402,NK,NK,test
9.7371,-3.2569,T-cell,T-cell,train
-8.6339,13.0122,Monocyte,Monocyte,train
-17.5271,-4.8058,Neutrophil,Neutrophil,train
12.7779,5.3929,T-cell,T-cell,train
-8.7527,8.9917,Monocyte,Dendritic,train
-0.4673,-10.5187,Erythrocyte,Erythrocyte,train
10.8827,0.261,T-cell,T-cell,test
13.4143,-2.7922,T-cell,T-cell,test
11.9395,-1.9305,T-cell,T-cell,test
31.0667,-4.3789,NK,NK,test
15.4788,-6.6992,T-cell,B-cell,train
1.1771,-15.0072,Erythrocyte,Erythrocyte,test
17.5288,8.296,T-cell,T-cell,test
22.3895,-1.3664,NK,NK,test
10.7319,-3.0335,T-cell,NK,train
-14.3513,2.0283,Neutrophil,Neutrophil,train
12.0083,1.4782,T-cell,B-cell,train
10.7034,-8.2595,Platelet,Platelet,train
-8.6884,10.5481,Monocyte,Monocyte,train
17.3313,-2.9473,NK,NK,train
-15.5717,0.7696,Neutrophil,Neutrophil,test
12.2558,-5.7151,T-cell,T-cell,test
-7.1882,17.7912,Monocyte,Monocyte,train
-13.8518,6.5952,Monocyte,Monocyte,train
13.1345,-3.5075,NK,NK,train
13.242,1.8483,T-cell,T-cell,train
12.4749,-0.7947,T-cell,T-cell,train
12.3822,2.3853,T-cell,NK,train
14.5661,1.9842,T-cell,B-cell,train
-11.0574,9.6546,Monocyte,Monocyte,test
-6.1349,10.6454,Monocyte,Monocyte,train
-9.8118,6.1213,Monocyte,Monocyte,train
13.194,-2.6353,T-cell,T-cell,train
-12.1008,-8.4756,Dendritic,Dendritic,test
-17.4168,-3.26,Neutrophil,Neutrophil,train
9.0302,-0.4602,T-cell,T-cell,train
8.6493,-6.5719,Platelet,Platelet,train
-8.663,-8.6882,Dendritic,Dendritic,train
13.0468,3.302,T-cell,T-cell,train
13.6212,1.5312,B-cell,B-cell,test
10.3271,-5.9058,Platelet,Platelet,train
-9.086,-7.9664,Dendritic,Dendritic,test
17.8584,5.3393,T-cell,T-cell,train
9.1958,-8.6296,T-cell,T-cell,train
13.3917,-8.7829,T-cell,T-cell,test
25.056,2.1441,B-cell,B-cell,test
21.3365,3.5392,B-cell,B-cell,test
9.8282,-8.6836,Platelet,Platelet,train
0.4655,-11.602,Erythrocyte,Erythrocyte,train
14.649,7.1879,T-cell,T-cell,test
17.8396,-0.777,T-cell,T-cell,train
-15.2726,0.8343,Neutrophil,Neutrophil,train
11.0664,-8.3015,Platelet,Platelet,train
16.0951,-4.9154,T-cell,T-cell,test
-14.5845,7.0103,Neutrophil,Neutrophil,train
18.3217,-2.1078,NK,NK,train
24.3197,5.9367,B-cell,NK,test
-7.5447,17.3408,Monocyte,Monocyte,test
-8.9568,8.6816,Monocyte,Monocyte,train
-14.2194,1.741,Neutrophil,Neutrophil,train
13.6022,-8.9614,Platelet,Platelet,test
-14.933,0.2794,Neutrophil,Neutrophil,test
-18.4169,-1.4573,Neutrophil,Neutrophil,train
20.3177,8.0661,B-cell,B-cell,train
-10.9423,10.944,Monocyte,Monocyte,train
-10.9712,4.3642,Monocyte,Monocyte,test
-18.9311,-8.7622,Neutrophil,Neutrophil,train
11.3783,-6.4974,Platelet,Platelet,test
20.7555,2.9652,B-cell,B-cell,train
22.8767,-5.7658,NK,NK,train
-15.5292,-1.1538,Neutrophil,Neutrophil,test
2.6608,-17.859,Erythrocyte,Erythrocyte,train
20.7375,-8.5729,NK,NK,train
8.7348,-6.7431,Platelet,Platelet,train
6.6149,-11.9254,Platelet,Platelet,train
17.3761,0.7733,B-cell,B-cell,train
10.54,-4.8116,T-cell,NK,train
15.4538,1.1152,B-cell,B-cell,test
-11.9082,-10.3833,Dendritic,Dendritic,train
-13.6662,5.7796,Monocyte,Monocyte,train
-2.2318,-6.4729,Erythrocyte,Erythrocyte,train
-15.1625,-2.8714,Neutrophil,Neutrophil,train
21.0418,6.0994,B-cell,NK,train
15.7369,-3.2185,NK,NK,train
14.0331,-3.291,T-cell,T-cell,train
19.5311,-1.892,B-cell,B-cell,train
-16.4249,-1.0482,Neutrophil,Neutrophil,train
-11.0626,1.6123,Monocyte,Monocyte,test
12.9843,-0.6643,T-cell,NK,train
13.2562,1.2337,T-cell,T-cell,test
20.2643,3.1437,B-cell,B-cell,train
-12.3616,3.372,Neutrophil,Neutrophil,test
17.0898,-5.4738,T-cell,NK,train
1.4628,-14.1941,Erythrocyte,Erythrocyte,train
15.8861,5.6317,T-cell,T-cell,train
24.319,-5.4406,NK,NK,train
15.2838,3.0376,T-cell,T-cell,train
-9.5162,13.3002,Monocyte,Monocyte,train
-6.1221,-9.1368,Dendritic,Dendritic,test
16.0802,1.222,T-cell,T-cell,test
-11.4693,7.4187,Monocyte,Monocyte,train
14.6721,-5.735,NK,NK,train
16.2101,-0.4272,T-cell,B-cell,test
-12.2525,14.454,Monocyte,Monocyte,train
24.8916,4.967,B-cell,B-cell,train
9.7364,-7.545,T-cell,T-cell,train
11.5416,-3.1101,T-cell,T-cell,train
22.5594,5.5434,B-cell,B-cell,test
-17.1622,-1.2655,Neutrophil,Neutrophil,train
-16.67,-3.2588,Neutrophil,T-cell,test
13.4738,-3.7333,T-cell,T-cell,train
17.566,8.6366,T-cell,T-cell,train
-11.1875,2.9147,Neutrophil,Neutrophil,train
14.863,-2.8067,T-cell,T-cell,train
-14.3701,4.305,Neutrophil,Neutrophil,train
-6.2307,-8.8639,Dendritic,Dendritic,train
11.1739,-10.6757,Platelet,Platelet,train
-8.6161,7.914,Monocyte,Monocyte,train
14.3867,-6.2701,T-cell,T-cell,train
15.9801,6.8967,T-cell,T-cell,train
-7.5211,-7.6686,Dendritic,Dendritic,test
-6.6492,-7.3627,Dendritic,Dendritic,train
14.0606,2.8096,T-cell,T-cell,train
-4.0482,18.7491,Monocyte,Monocyte,train
18.3983,5.3475,B-cell,B-cell,train
10.7949,-11.2144,Platelet,Platelet,train
12.512,-1.9623,T-cell,T-cell,test
13.0739,0.2847,B-cell,B-cell,train
21.3128,-5.494,NK,NK,train
12.9557,1.1047,T-cell,B-cell,test
-13.5916,4.8809,Monocyte,Monocyte,train
-11.7071,1.4646,Neutrophil,Neutrophil,train
17.6718,4.9112,T-cell,T-cell,train
-9.4413,4.8164,Neutrophil,Neutrophil,test
-7.1658,11.7661,Monocyte,Monocyte,train
13.9021,1.251,T-cell,T-cell,test
17.0295,-5.3375,NK,NK,test
-9.3628,9.6559,Monocyte,Monocyte,train
13.5739,-6.4639,T-cell,T-cell,train
-9.7946,9.27,Monocyte,Monocyte,test
15.565,3.2805,B-cell,B-cell,train
0.0064,-15.595,Erythrocyte,Erythrocyte,train
16.5858,2.3961,T-cell,T-cell,train
-10.2355,11.8025,Monocyte,Monocyte,train
-11.7688,4.9047,Monocyte,Monocyte,train
-12.1139,-11.7459,Dendritic,T-cell,train
-12.6274,-1.4516,Neutrophil,Neutrophil,test
-14.6198,1.0489,Neutrophil,Neutrophil,train
14.4913,3.8969,T-cell,T-cell,test
-10.2535,9.5986,Monocyte,Monocyte,train
15.7602,0.1618,B-cell,B-cell,train
-11.8721,-0.1095,Neutrophil,Neutrophil,test
-17.221,-4.0858,Neutrophil,Neutrophil,test
-14.6603,1.1653,Neutrophil,Neutrophil,train
21.4692,-4.358,NK,NK,test
-8.9186,12.1998,Monocyte,Monocyte,train
23.9816,-4.3421,NK,NK,train
-10.8759,10.0393,Monocyte,Monocyte,train
-1.3735,-8.1475,Erythrocyte,Erythrocyte,test
-8.1496,16.2163,Monocyte,Monocyte,train
-14.2509,10.5967,Monocyte,Monocyte,test
-8.2957,18.4069,Monocyte,Monocyte,train
21.7365,7.2094,B-cell,B-cell,test
13.8459,-10.6254,Platelet,Platelet,train
17.0177,3.782,T-cell,T-cell,train
6.2676,-5.1232,NK,B-cell,test
17.4622,-5.1043,NK,NK,test
13.489,-1.7974,T-cell,T-cell,test
15.3304,4.011,B-cell,B-cell,train
11.3441,-1.6354,T-cell,T-cell,train
17.7295,2.684,T-cell,T-cell,test
-10.8453,2.9456,Neutrophil,Neutrophil,test
2.3476,-18.3891,Erythrocyte,Erythrocyte,train
-1.2401,-10.9438,Erythrocyte,Erythrocyte,test
-3.5176,-10.2583,Erythrocyte,Erythrocyte,train
14.7851,0.3888,T-cell,T-cell,train
11.5752,-0.9649,T-cell,T-cell,train
-10.5655,3.6884,Monocyte,Monocyte,test
0.0541,-12.3275,Erythrocyte,Erythrocyte,train
-15.6108,-0.8561,Neutrophil,Neutrophil,test
11.5309,-2.9195,T-cell,T-cell,train
-9.5802,12.5028,Monocyte,Monocyte,train
-11.0061,11.3731,Monocyte,Monocyte,train
12.6915,3.4516,T-cell,T-cell,test
17.1182,0.3865,B-cell,B-cell,train
13.5372,0.7196,T-cell,T-cell,train
17.3223,-7.3666,NK,NK,train
-11.9741,7.4006,Monocyte,Monocyte,train
0.5833,-10.2251,Erythrocyte,Erythrocyte,train
-2.35,-10.8371,Erythrocyte,Erythrocyte,train
19.0887,4.6523,B-cell,NK,train
9.047,-11.7202,T-cell,T-cell,test
-6.2066,17.5768,Monocyte,Monocyte,train
12.0797,-10.8376,Platelet,Platelet,test
-14.306,0.0416,Neutrophil,Neutrophil,train
-12.5492,-12.4944,Dendritic,Dendritic,test
23.1597,-4.8994,NK,NK,train
20.0125,0.1891,B-cell,NK,train
12.9769,-2.1034,T-cell,B-cell,test
-13.1974,-1.1268,Neutrophil,Neutrophil,train
-16.6199,-7.8781,Neutrophil,Neutrophil,train
14.9237,0.8373,T-cell,T-cell,train
20.3943,-5.9873,NK,NK,train
-6.4439,8.0902,Monocyte,Monocyte,train
21.9525,-2.8784,NK,NK,train
-7.0593,17.0338,Monocyte,Monocyte,train
19.5209,2.793,B-cell,B-cell,test
20.2736,-6.0552,NK,NK,test
-14.2291,-2.2161,Neutrophil,Neutrophil,train
-0.3997,-14.5615,Erythrocyte,Erythrocyte,test
8.6152,-3.0476,T-cell,T-cell,test
14.0973,2.5905,T-cell,T-cell,test
-16.288,-2.6449,Neutrophil,Neutrophil,train
25.8191,-3.3177,NK,NK,test
22.465,6.6979,B-cell,NK,test
25.3019,3.1733,B-cell,B-cell,train
13.5367,-5.265,T-cell,T-cell,train
13.5834,0.8842,B-cell,B-cell,train
11.202,1.4723,T-cell,T-cell,train
15.3425,0.3056,T-cell,B-cell,train
-14.1788,-13.5769,Dendritic,Dendritic,test
12.256,0.5435,B-cell,B-cell,train
0.8193,-8.5407,Erythrocyte,Erythrocyte,test
-9.976,2.113,Monocyte,Monocyte,train
-3.213,-14.507,Erythrocyte,Erythrocyte,train
16.3142,1.8905,B-cell,B-cell,train
-9.888,-6.9444,Dendritic,Dendritic,train
10.2819,-6.8098,NK,B-cell,test
-0.7225,-12.4299,Erythrocyte,Erythrocyte,train
4.3577,-18.4275,Erythrocyte,Monocyte,test
7.9918,-11.8692,Platelet,Platelet,train
23.0525,6.0603,B-cell,B-cell,train
3.687,-14.3389,Erythrocyte,Erythrocyte,test
-1.4793,-14.0523,Erythrocyte,Erythrocyte,test
-0.561,-16.2382,Erythrocyte,Erythrocyte,test
-10.3259,-9.825,Dendritic,Dendritic,train
-11.3551,8.5369,Monocyte,Monocyte,train
15.0471,4.2315,T-cell,T-cell,test
0.7136,-14.984,Erythrocyte,Erythrocyte,test
11.3682,0.6115,T-cell,T-cell,test
-10.996,10.4855,Monocyte,Monocyte,test
-15.0885,-3.3569,Neutrophil,Neutrophil,train
10.2509,-8.0259,Platelet,Platelet,train
14.2963,0.4769,B-cell,B-cell,train
10.5242,-2.9827,T-cell,T-cell,test
-7.0513,-9.2635,Dendritic,Dendritic,test
21.0213,-0.7068,B-cell,T-cell,test
7.5468,-7.47,NK,NK,train
16.5234,-4.7027,NK,NK,test
-13.4929,-4.2296,Neutrophil,Neutrophil,train
20.512,5.218,B-cell,B-cell,test
8.5533,-12.3305,Platelet,Platelet,train
-1.9332,-13.2193,Erythrocyte,Erythrocyte,train
-9.0443,-9.4869,Dendritic,Dendritic,train
5.7226,-10.2049,Platelet,Platelet,train
11.7144,-9.414,Platelet,Platelet,train
-13.0394,0.538,Monocyte,Monocyte,test
11.8009,0.1319,T-cell,T-cell,train
-11.8642,7.0405,Monocyte,Monocyte,train
-0.6482,-15.7666,Erythrocyte,Erythrocyte,test
18.3661,-3.5385,B-cell,B-cell,train
24.6234,14.4091,T-cell,T-cell,train
18.4674,8.2427,T-cell,T-cell,test
12.0463,4.8469,T-cell,T-cell,train
4.8533,-15.652,Erythrocyte,Erythrocyte,train
8.4106,-8.1445,Platelet,Platelet,train
7.6685,-7.2545,B-cell,B-cell,train
1.4039,-13.9691,Erythrocyte,Erythrocyte,test
20.1546,1.4639,B-cell,B-cell,train
-12.0206,-0.1481,Neutrophil,Neutrophil,train
11.6827,-7.5152,Platelet,Platelet,train
-10.0773,2.7423,Neutrophil,Neutrophil,train
17.0969,-6.303,NK,NK,train
13.8703,-1.2706,T-cell,T-cell,train
17.9952,-2.645,NK,NK,test
-12.7798,3.9287,Neutrophil,Neutrophil,train
9.1301,-7.9409,Platelet,Platelet,test
-7.0629,14.5847,Monocyte,Monocyte,train
19.2277,4.0228,B-cell,B-cell,train
5.5634,-13.4915,Platelet,Platelet,train
14.0859,5.1484,B-cell,B-cell,train
14.41,-1.8126,T-cell,T-cell,test
7.0702,-11.8,Platelet,Platelet,train
16.5605,6.1553,T-cell,T-cell,test
-12.1013,3.5013,Neutrophil,Neutrophil,test
18.5859,-1.3583,B-cell,T-cell,test
12.9909,-1.9669,Platelet,Platelet,train
-9.6664,7.448,Monocyte,Monocyte,train
12.0914,-8.8793,T-cell,T-cell,train
-10.5347,7.3635,Monocyte,Monocyte,train
-7.9199,13.6964,Monocyte,Monocyte,test
0.2291,-17.3068,Erythrocyte,Neutrophil,train
-15.8719,0.4214,Neutrophil,Neutrophil,train
3.4571,-15.1424,Erythrocyte,Erythrocyte,test
-3.9745,-2.9004,Dendritic,Dendritic,test
15.8236,9.0204,T-cell,T-cell,train
20.4838,5.7496,B-cell,B-cell,train
12.8753,3.0748,T-cell,T-cell,train
13.2195,-7.5338,NK,NK,train
13.6726,-6.1896,NK,NK,train
2.6291,-19.0542,Erythrocyte,Erythrocyte,test
14.501,-6.8107,Platelet,Platelet,train
-15.7729,-10.3687,Dendritic,Dendritic,train
9.8649,-10.9141,T-cell,T-cell,train
12.5949,-0.5498,T-cell,T-cell,train
20.6409,-4.9631,NK,NK,train
11.6946,-5.2927,T-cell,T-cell,train
-12.6701,0.8292,Neutrophil,Neutrophil,test
16.1482,-6.703,NK,NK,train
14.133,-2.5864,T-cell,T-cell,train
14.1125,-1.7965,B-cell,B-cell,train
-13.0987,9.0986,Monocyte,Monocyte,train
-10.4195,5.5187,Monocyte,Monocyte,test
-11.7104,8.6714,Monocyte,Monocyte,test
-13.1389,9.2729,Monocyte,Monocyte,test
12.963,-3.2521,T-cell,T-cell,train
14.1752,-2.5424,T-cell,NK,test
15.7677,0.7568,T-cell,T-cell,test
10.5479,-9.0299,NK,NK,test
21.061,-5.678,NK,T-cell,test
15.5162,-5.654,NK,NK,train
14.7152,5.0037,T-cell,T-cell,train
22.8409,-2.2315,NK,NK,test
-14.1222,-1.5527,Neutrophil,Neutrophil,train
12.1331,-9.22,Platelet,Platelet,train
10.7309,-10.5457,Platelet,Platelet,train
19.9006,5.9696,B-cell,B-cell,train
-12.6665,1.6914,Neutrophil,Neutrophil,train
12.7155,-9.8879,Platelet,Platelet,train
13.6435,-9.2297,T-cell,T-cell,train
19.5161,3.6568,B-cell,B-cell,test
-14.6375,1.5248,Neutrophil,Neutrophil,train
-13.0298,0.5654,Neutrophil,Neutrophil,test
3.759,-12.3649,Platelet,Platelet,test
-7.8588,14.6572,Monocyte,Monocyte,train
19.9775,-5.682,NK,T-cell,train
13.8877,-4.5974,B-cell,B-cell,test
-0.5583,-17.7074,Erythrocyte,Erythrocyte,test
-12.4549,10.343,Monocyte,Monocyte,train
-11.8208,11.4893,Monocyte,Monocyte,test
10.1862,-3.6328,T-cell,T-cell,train
-16.4584,1.6208,Neutrophil,Neutrophil,train
21.7849,1.0582,B-cell,B-cell,train
13.9011,-5.1769,T-cell,T-cell,test
13.5768,1.0124,B-cell,B-cell,test
-8.417,15.2735,Monocyte,Monocyte,train
12.7984,-9.4878,Platelet,Platelet,test
8.4608,-8.2841,Platelet,Platelet,train
10.4558,-11.884,Platelet,Platelet,train
13.9454,-0.634,T-cell,T-cell,train
1.392,-18.6752,Erythrocyte,Erythrocyte,test
-9.0295,11.6516,Monocyte,Neutrophil,train
13.8453,-5.0995,T-cell,T-cell,test
-11.8453,5.8391,Monocyte,Monocyte,train
14.6374,-1.8005,T-cell,T-cell,test
27.9395,7.4257,B-cell,B-cell,train
23.3995,1.7909,B-cell,T-cell,test
-17.6726,-2.1457,Neutrophil,Neutrophil,train
-7.0772,-7.153,Dendritic,Dendritic,train
-11.8423,5.5465,Monocyte,Neutrophil,train
-4.5708,-9.3561,Erythrocyte,Erythrocyte,train
-12.4809,0.4023,Neutrophil,Neutrophil,train
17.9393,2.58,T-cell,T-cell,train
11.9467,4.9789,T-cell,T-cell,train
19.6349,-5.7859,NK,NK,train
11.5358,-3.6315,Platelet,Platelet,train
1.342,-15.2027,Erythrocyte,Erythrocyte,test
14.6565,-8.3977,NK,NK,train
20.2481,-8.3872,NK,NK,train
-13.3764,-2.3302,Neutrophil,Neutrophil,train
9.1601,-12.7448,Platelet,Platelet,test
16.6699,-4.9183,B-cell,B-cell,train
23.5082,-1.4288,B-cell,B-cell,train
12.154,1.6847,B-cell,B-cell,test
-13.0115,5.8671,Monocyte,Monocyte,train
-13.287,1.8502,Neutrophil,Neutrophil,train
17.5481,4.6082,T-cell,T-cell,train
14.2005,0.8321,B-cell,B-cell,train
7.9285,-11.0787,Platelet,T-cell,test
15.2181,3.6496,B-cell,NK,test
-1.4318,-13.0223,Erythrocyte,Erythrocyte,train
13.7733,-6.8848,T-cell,T-cell,train
8.3161,-10.1314,Platelet,Platelet,train
-5.5075,-6.6728,Dendritic,Dendritic,test
4.9465,-18.4335,Erythrocyte,Erythrocyte,test
-10.5397,6.9154,Monocyte,Monocyte,test
-10.5568,10.9149,Monocyte,Monocyte,train
9.8313,-6.7634,Platelet,Platelet,train
-13.2483,-3.8216,Neutrophil,Neutrophil,train
13.1999,3.0112,T-cell,T-cell,train
19.9913,-0.6274,B-cell,T-cell,train
12.4505,-0.4159,B-cell,B-cell,test
13.405,-9.8125,Platelet,Platelet,test
19.8986,1.3109,B-cell,T-cell,train
-9.6984,12.2266,Monocyte,Monocyte,train
15.6646,1.3608,B-cell,B-cell,test
-11.8693,0.5273,Neutrophil,Neutrophil,test
19.5573,-2.0125,B-cell,B-cell,train
-6.3353,15.882,Monocyte,Monocyte,train
-13.2591,3.1642,Neutrophil,Neutrophil,train
15.9247,4.0502,T-cell,T-cell,train
-11.2824,-13.5775,Dendritic,Dendritic,test
-14.2823,2.2188,Neutrophil,Neutrophil,train
-13.0818,2.3771,Neutrophil,Neutrophil,train
6.4811,-20.8513,Erythrocyte,Erythrocyte,train
18.2099,0.0056,T-cell,T-cell,train
11.0805,-1.2118,T-cell,T-cell,test
19.2712,-5.9584,NK,NK,train
-14.1605,7.5374,Monocyte,Monocyte,test
18.5428,2.8753,B-cell,B-cell,test
19.6706,2.9169,B-cell,B-cell,train
-10.5408,3.6427,Neutrophil,Neutrophil,train
21.3532,-1.4594,NK,NK,test
11.0287,-10.174,Platelet,Platelet,train
-13.4602,5.4285,Neutrophil,Neutrophil,train
-11.3449,-0.6519,Neutrophil,Neutrophil,train
9.7153,-8.4157,T-cell,NK,train
20.8007,2.9348,B-cell,B-cell,train
-14.8414,-4.3704,Neutrophil,Neutrophil,train
20.6453,6.465,B-cell,B-cell,train
0.2877,-13.3103,Erythrocyte,Erythrocyte,train
14.5575,-9.2343,T-cell,T-cell,test
-17.9607,-2.0416,Neutrophil,Neutrophil,train
-23.3174,-5.0849,Neutrophil,Neutrophil,train
12.0783,-2.7215,B-cell,B-cell,train
20.4404,2.0655,B-cell,B-cell,train
20.6662,-0.5245,B-cell,B-cell,train
-13.9654,9.1259,Monocyte,Monocyte,test
-10.6822,7.8675,Monocyte,Monocyte,train
13.2446,-3.0975,T-cell,T-cell,train
15.8946,3.131,T-cell,T-cell,test
-6.979,-6.4585,Dendritic,Dendritic,test
-8.5828,8.0522,Monocyte,Monocyte,train
-2.2305,-12.6366,Erythrocyte,Erythrocyte,train
17.925,2.615,T-cell,T-cell,train
23.2753,8.3065,B-cell,B-cell,test
4.2738,-15.5029,Erythrocyte,Erythrocyte,train
11.108,-4.6771,B-cell,NK,train
2.8422,-13.8929,Erythrocyte,Erythrocyte,test
7.893,-12.8343,Platelet,Platelet,test
-11.5175,-10.264,Dendritic,Dendritic,train
17.0963,5.5223,T-cell,T-cell,train
12.0364,-10.2956,Platelet,Platelet,train
2.5172,-17.4097,Erythrocyte,Erythrocyte,train
21.3631,4.3324,B-cell,B-cell,test
14.6765,4.8524,T-cell,T-cell,train
-3.1989,-14.1129,Erythrocyte,Erythrocyte,test
13.867,-1.0143,T-cell,T-cell,train
5.3726,-12.3921,Platelet,Platelet,test
-1.9129,-11.7164,Erythrocyte,Erythrocyte,train
24.5915,6.3602,B-cell,B-cell,train
17.053,3.6683,T-cell,B-cell,train
15.9874,-1.239,T-cell,T-cell,train
22.773,3.453,B-cell,B-cell,train
14.3522,-8.6263,NK,NK,train
-12.8236,2.8718,Neutrophil,Neutrophil,train
-10.366,5.346,Monocyte,Monocyte,train
10.1884,-4.2038,B-cell,B-cell,train
10.3514,1.1137,T-cell,T-cell,test
15.9955,5.0067,T-cell,NK,train
12.3443,-7.8822,Platelet,Platelet,train
12.5075,1.0106,B-cell,NK,train
-17.532,-4.3504,Neutrophil,Neutrophil,train
-11.9367,-12.0475,Dendritic,Dendritic,test
6.5918,-9.1583,Platelet,Platelet,train
13.9795,0.9624,B-cell,B-cell,train
0.43,-11.6389,Erythrocyte,Erythrocyte,test
-17.5491,-2.203,Neutrophil,Neutrophil,test
12.0431,-2.7609,T-cell,T-cell,test
14.6841,-5.4339,NK,NK,train
-11.7608,5.5662,Monocyte,Monocyte,train
-7.0899,15.8661,Monocyte,Monocyte,train
17.7528,-1.8061,T-cell,T-cell,test
-12.5208,0.5102,Neutrophil,Neutrophil,train
-0.2277,-12.225,Erythrocyte,Erythrocyte,test
23.7617,-1.7287,NK,T-cell,train
-10.478,9.0859,Monocyte,Monocyte,train
17.7449,2.0868,B-cell,B-cell,test
2.3264,-10.9103,Platelet,Platelet,train
-11.2367,5.8616,Monocyte,Monocyte,train
-10.3586,-11.7498,Dendritic,Dendritic,train
-8.5371,-7.0354,Dendritic,Dendritic,test
-11.2985,9.961,Monocyte,Monocyte,train
-1.5349,-9.7879,Erythrocyte,Erythrocyte,train
13.4839,0.8488,T-cell,T-cell,train
-8.7252,9.0923,Monocyte,Monocyte,test
-16.1965,-0.1695,Neutrophil,Neutrophil,train
16.2942,-3.7288,T-cell,T-cell,train
-12.354,10.0492,Monocyte,Monocyte,train
-14.863,0.5702,Neutrophil,Neutrophil,train
19.4031,3.1796,B-cell,B-cell,train
12.3194,-5.2912,T-cell,T-cell,test
11.2118,-8.736,Platelet,Platelet,train
15.8749,0.0206,T-cell,T-cell,train
9.6304,-9.6066,Platelet,Platelet,test
-13.0299,5.2122,Monocyte,Monocyte,train
-12.1336,-9.4847,Dendritic,Dendritic,train
-10.8575,-13.9244,Dendritic,Dendritic,test
15.3034,-1.3282,B-cell,T-cell,train
