gene,base_mean,log2fc,pvalue,padj
EGFR53,140.37,-0.18514,0.9760305023032764,1.0
FOX53,15.85,0.11144,1.0,1.0
GATA53,17.672,-0.30055,0.8884928295830951,1.0
HIF53,40.651,-0.50162,0.561559071908836,1.0
IL53,18.654,0.48452,0.4045310998342379,1.0
JAK53,90.214,0.15459,0.6208120231889853,1.0
KRAS53,169.974,-0.01516,1.0,1.0
LDH53,17.406,-0.1209,1.0,1.0
MYC53,700.596,0.27418,0.3690234668623167,1.0
NFK53,7.874,0.09846,0.6721335188791959,1.0
PTEN53,131.499,-0.4158,0.4678187713137868,1.0
RAS53,9.318,0.06618,0.5409194409973128,1.0
STAT53,15.952,0.25809,0.29312776911847244,1.0
TP53,547.361,0.04518,1.0,1.0
VEGF53,12.994,3.08561,1.136954521571894e-05,0.0016011501461299428
WNT53,54.549,0.25041,0.693923823022953,1.0
ZEB53,162.392,-0.28381,0.860577798105353,1.0
ACTB54,268.474,-0.12695,1.0,1.0
BRCA54,1985.961,0.16647,0.5595021805215972,1.0
CDK54,8.827,-0.02766,0.5897381640822826,1.0
EGFR54,442.798,0.08409,0.9302401896376468,1.0
FOX54,337.531,-0.07279,1.0,1.0
GATA54,131.421,0.04259,1.0,1.0
HIF54,35.135,0.26222,0.8008405860001518,1.0
IL54,4.239,-0.02197,1.0,1.0
JAK54,30.033,-0.47954,0.6861660735300212,1.0
KRAS54,133.097,-0.35451,0.4102182838760566,1.0
LDH54,30.596,-0.03049,0.9721819750430618,1.0
MYC54,39.863,-0.07613,1.0,1.0
NFK54,1694.462,0.07594,0.7620338653794425,1.0
PTEN54,67.012,0.60639,0.18906772388249865,1.0
RAS54,7.228,-0.29109,0.8451232921569333,1.0
STAT54,232.822,-0.13437,0.8815685536236475,1.0
TP54,0.159,0.1276,1.0,1.0
VEGF54,61.445,-0.04295,0.9469982376029968,1.0
WNT54,235.797,0.33253,0.5800669732672379,1.0
ZEB54,279.409,-0.30679,0.6672187714702648,1.0
ACTB55,8.157,-0.53229,0.6951997192455832,1.0
BRCA55,13.587,-0.73319,0.3243063128072772,1.0
CDK55,81.604,-0.69717,0.2606067271776423,1.0
EGFR55,21.218,-0.02214,1.0,1.0
FOX55,97.523,0.02225,0.44442784838815697,1.0
GATA55,84.876,0.01909,0.6442737539730761,1.0
HIF55,33.682,-0.51922,0.5703307386232596,1.0
IL55,15.143,-0.18967,0.6901763178585407,1.0
JAK55,31.276,0.12666,0.6642251182114832,1.0
KRAS55,14372.141,0.22633,0.24037017037486066,1.0
LDH55,2195.326,-0.1756,1.0,1.0
MYC55,37.816,0.24693,0.3990465346434673,1.0
NFK55,148.198,-0.50046,0.2365559047299996,1.0
PTEN55,11.695,0.54941,0.5758275057898252,1.0
RAS55,0.749,0.22948,0.5702007962913126,1.0
STAT55,96.024,0.19439,0.8196633497513364,1.0
TP55,73.271,-0.04686,1.0,1.0
VEGF55,78.724,0.23426,0.8622285451716525,1.0
WNT55,727.841,-0.03397,1.0,1.0
ZEB55,1208.928,0.02883,0.9506356223241185,1.0
ACTB56,175.362,0.07039,1.0,1.0
BRCA56,11.808,1.69588,0.029161358688524385,1.0
CDK56,29.209,0.0719,0.7459238660922604,1.0
EGFR56,41.235,-0.43181,0.3259668838799869,1.0
FOX56,2.85,0.3465,0.615179760754486,1.0
GATA56,6.212,-0.03824,0.40451869054196166,1.0
HIF56,8.241,-0.3241,1.0,1.0
IL56,0.989,0.32943,0.3495404910996941,1.0
JAK56,506.601,0.43955,0.23707544282994794,1.0
KRAS56,159.445,0.69099,0.14844510877662354,1.0
LDH56,16.614,-0.30648,0.46059815423379497,1.0
MYC56,286.596,0.24972,0.6642193058133076,1.0
NFK56,12.312,0.12357,1.0,1.0
PTEN56,61.162,0.13297,1.0,1.0
RAS56,12.853,0.43385,0.7964375048569047,1.0
STAT56,144.963,-0.11928,0.5661209407336023,1.0
TP56,1588.127,0.20431,0.6538973917719123,1.0
VEGF56,63.476,-0.51555,0.5543446602192087,1.0
WNT56,180.045,0.11801,0.9190933468469735,1.0
ZEB56,15.589,-0.14486,0.7853024905075922,1.0
ACTB57,110.058,-0.28196,0.5398529075185549,1.0
BRCA57,138.005,-0.46466,0.49572438600188207,1.0
CDK57,178.312,-0.26563,0.6522410423102746,1.0
EGFR57,131.748,-0.09526,1.0,1.0
FOX57,62.959,0.11898,1.0,1.0
GATA57,54.586,-0.4441,0.2893815621165945,1.0
HIF57,30.045,-0.47119,0.48510891940543627,1.0
IL57,97.345,-0.22746,0.3836144074481443,1.0
JAK57,11.119,0.35976,0.6510937719714762,1.0
KRAS57,10.55,1.52751,0.01783286897360031,1.0
LDH57,7.068,-0.31326,0.9078312566042616,1.0
MYC57,16.478,-0.02739,1.0,1.0
NFK57,2240.942,-0.55882,0.2681828636732633,1.0
PTEN57,34.426,0.0738,1.0,1.0
RAS57,125.106,-0.18613,0.5609582572044786,1.0
STAT57,4524.539,0.12582,1.0,1.0
TP57,104.3,-0.04643,0.40186182443211127,1.0
VEGF57,22.236,-0.40446,0.41598794717653803,1.0
WNT57,452.59,-0.37209,0.6546318810472275,1.0
ZEB57,2783.097,0.09496,0.3650797978678088,1.0
ACTB58,115.531,-0.43138,0.22511134758291562,1.0
BRCA58,42.66,-0.79793,0.12778105229166814,1.0
CDK58,22.837,-0.01504,0.4783344333665658,1.0
EGFR58,756.391,-0.04968,1.0,1.0
FOX58,145.541,-0.11334,0.9207738852784914,1.0
GATA58,18.59,0.33874,0.6424045440666133,1.0
HIF58,76.785,-0.0983,1.0,1.0
IL58,3.705,-0.43941,0.43718111884607885,1.0
JAK58,255.903,0.15181,1.0,1.0
KRAS58,97.421,0.35283,0.34391358261985727,1.0
LDH58,18.063,0.17166,0.3485159219474257,1.0
MYC58,8.532,0.02412,0.9365610957148475,1.0
NFK58,23.18,0.77102,0.16590419423373745,1.0
PTEN58,58.371,0.11999,1.0,1.0
RAS58,92.76,0.09735,1.0,1.0
STAT58,7.087,-0.15491,0.7686966354590123,1.0
TP58,47.361,0.03536,0.42706754958098325,1.0
VEGF58,30.734,0.46276,0.398730111840691,1.0
WNT58,71.046,-0.17791,0.9088412574964033,1.0
ZEB58,27.359,-0.40182,0.3227421132785175,1.0
ACTB59,0.773,0.19701,0.8644299562196537,1.0
BRCA59,2.015,0.1873,1.0,1.0
CDK59,27.155,0.19521,0.8329987443562192,1.0
EGFR59,102.037,0.01029,0.7234117110157496,1.0
FOX59,50.758,-0.29063,0.7671998817204734,1.0
GATA59,79.646,0.46746,0.49904828675031615,1.0
HIF59,740.406,-0.02296,0.6830342991279965,1.0
IL59,107.432,-0.12045,0.7935835822895764,1.0
JAK59,1207.255,0.09233,1.0,1.0
KRAS59,27.804,-0.13691,1.0,1.0
LDH59,61.221,-0.24782,1.0,1.0
MYC59,5.09,-0.19945,0.3833997759206097,1.0
NFK59,1818.969,-0.59488,0.06476156056454017,1.0
PTEN59,176.823,0.06945,1.0,1.0
RAS59,300.012,-0.10653,0.9106616034964805,1.0
STAT59,125.444,-0.19808,0.7322090983386317,1.0
TP59,183.502,-0.10904,0.4093470185866774,1.0
VEGF59,2.317,0.00669,0.4175033442574767,1.0
WNT59,34.8,-0.03027,0.6291447530608867,1.0
ZEB59,210.973,0.1864,0.5060841148192831,1.0
ACTB60,55.537,-0.25978,0.27224785053192835,1.0
BRCA60,148.757,-0.18976,0.5303631321491,1.0
CDK60,1072.007,-0.28803,0.506080102374673,1.0
EGFR60,280.543,-0.40352,0.5960505966565631,1.0
FOX60,196.72,-0.08876,1.0,1.0
GATA60,3.59,0.01573,0.8613365644881761,1.0
HIF60,8.745,0.03654,1.0,1.0
IL60,2214.129,0.00935,1.0,1.0
JAK60,21.816,0.30087,0.977404345948078,1.0
KRAS60,49.021,-1.24748,0.019538349021000607,1.0
LDH60,480.996,0.04088,0.9128561288039905,1.0
MYC60,201.019,0.23836,0.9278479443311622,1.0
NFK60,62.861,0.10574,0.9829571399306578,1.0
PTEN60,47.455,0.01113,0.47876038159189255,1.0
RAS60,141.142,0.0086,0.8706629868519441,1.0
STAT60,6741.008,-0.04872,0.8805734999413687,1.0
TP60,74.863,-0.00467,1.0,1.0
VEGF60,126.326,0.13418,0.5241052507797576,1.0
WNT60,154.856,0.06058,1.0,1.0
ZEB60,2959.919,-0.32683,0.452209685244642,1.0
ACTB61,47.449,-0.05993,1.0,1.0
BRCA61,39.135,0.605,0.3667494822175438,1.0
CDK61,6.447,0.28717,0.5645659747537276,1.0
EGFR61,2373.787,-0.04813,1.0,1.0
FOX61,2222.523,0.00844,1.0,1.0
GATA61,34.974,-0.28301,0.5610602632162622,1.0
HIF61,32.046,0.23933,0.9958624228559471,1.0
IL61,265.318,0.05715,0.45945077567085785,1.0
JAK61,2256.029,0.02962,0.6056202944998537,1.0
KRAS61,128.131,-0.20556,0.6858924450450808,1.0
LDH61,451.643,-0.12245,0.8847858431966719,1.0
MYC61,4.404,-0.24209,1.0,1.0
NFK61,965.878,0.32504,0.25254282485314716,1.0
PTEN61,238.152,-0.16762,0.5690500908685908,1.0
RAS61,520.075,-0.08196,0.7903715695431475,1.0
STAT61,2.491,-0.34605,0.4703278708027025,1.0
TP61,1117.802,-0.24636,0.9008571375540204,1.0
VEGF61,7.973,0.03438,0.8902410883789533,1.0
WNT61,5.554,0.52251,0.32031792777370216,1.0
ZEB61,27.496,-0.28452,0.45923885476731435,1.0
ACTB62,310.912,0.30802,0.40026720144966277,1.0
BRCA62,986.728,0.00316,0.6362361720031208,1.0
CDK62,5.875,0.27224,0.3208784633979417,1.0
EGFR62,40.8,0.33078,0.7015051712556845,1.0
FOX62,200.027,0.05623,0.8152402484615091,1.0
GATA62,2815.314,-0.16608,0.9300732341870226,1.0
HIF62,13.627,-0.02311,1.0,1.0
IL62,839.349,-0.14174,0.5442809441290033,1.0
JAK62,14.626,-0.21414,0.8864248666422722,1.0
KRAS62,132.355,0.02962,0.48684192195271686,1.0
LDH62,35.303,-0.37737,0.4893899492265851,1.0
MYC62,46.362,-0.42162,0.5382642360173132,1.0
NFK62,100.407,-0.10551,0.58058873579254,1.0
PTEN62,375.321,-0.10581,1.0,1.0
RAS62,38.799,0.04658,0.739934141381815,1.0
STAT62,75.604,0.07886,0.5126048711420765,1.0
TP62,48.975,-0.07072,1.0,1.0
VEGF62,51.379,0.34999,0.5311489365761204,1.0
WNT62,126.795,0.28814,0.44739154788222374,1.0
ZEB62,89.833,0.3784,0.7163851212352284,1.0
ACTB63,77.829,-0.05301,0.46515569108441335,1.0
BRCA63,4058.522,-0.22662,0.3752392067954231,1.0
CDK63,770.626,-0.18389,0.8462452244628561,1.0
EGFR63,264.989,-0.26708,0.34661958977280866,1.0
FOX63,23.506,-0.21404,1.0,1.0
GATA63,6.576,-0.07308,0.6078506483860535,1.0
HIF63,294.371,-0.1567,0.8828588018873572,1.0
IL63,25.749,0.38184,0.4632591329748125,1.0
JAK63,1.719,0.19441,1.0,1.0
KRAS63,49.639,-0.14833,1.0,1.0
LDH63,300.596,-0.07908,1.0,1.0
MYC63,2298.669,-0.24989,0.6284095227196117,1.0
NFK63,24.809,0.0532,0.6091040210591041,1.0
PTEN63,16.733,-0.0082,1.0,1.0
RAS63,12.3,-0.00813,0.7496673165145976,1.0
STAT63,52.529,-0.06666,0.9771775651405169,1.0
TP63,2.458,0.14677,1.0,1.0
VEGF63,26.037,-0.04731,1.0,1.0
WNT63,5.144,0.22696,0.9593596854610495,1.0
ZEB63,1.532,0.44181,0.44292632971270096,1.0
ACTB64,58.255,-0.15272,0.5318815169510929,1.0
BRCA64,29.844,-0.00448,1.0,1.0
CDK64,8.447,-0.04381,0.5438801141294568,1.0
EGFR64,3.412,0.34584,0.5441300665944611,1.0
FOX64,1478.753,-0.67153,0.16272570641403042,1.0
GATA64,110.333,0.00843,0.8532217443358231,1.0
HIF64,191.232,0.26456,0.4379566157791474,1.0
IL64,674.288,0.30894,0.7290720814732389,1.0
JAK64,10976.765,0.23491,0.7328272114710619,1.0
KRAS64,51.075,-0.34104,0.7155101546192844,1.0
LDH64,2931.545,0.23503,0.749273134410696,1.0
MYC64,6.89,0.25573,0.6836892957166351,1.0
NFK64,16.865,-0.08644,1.0,1.0
PTEN64,994.003,-0.02353,0.4903830000265049,1.0
RAS64,30.295,-0.85579,0.13341635976640723,1.0
STAT64,175.409,0.38348,0.2514313994124422,1.0
TP64,641.707,0.19882,0.31691930399874996,1.0
VEGF64,100.151,-0.32661,0.6613724746427702,1.0
WNT64,67.41,0.2843,0.4826598380373901,1.0
ZEB64,4.533,0.45931,0.2720564499435398,1.0
ACTB65,45.154,-0.26093,0.6395352930349288,1.0
BRCA65,170.917,-0.00318,1.0,1.0
CDK65,52.082,-0.19906,1.0,1.0
EGFR65,9.499,-0.29418,1.0,1.0
FOX65,158.973,-0.03525,1.0,1.0
GATA65,90.87,0.13587,0.9864652543198632,1.0
HIF65,501.03,0.25032,0.6648761128248837,1.0
IL65,233.051,-0.01249,1.0,1.0
JAK65,64.045,-0.1039,0.5864371383092293,1.0
KRAS65,4.569,0.4006,0.26134018078847043,1.0
LDH65,12.82,0.17727,0.6224711365795805,1.0
MYC65,216.128,2.02085,3.207658013623588e-05,0.0033764821196037766
NFK65,18.07,-0.39309,0.8599095576470288,1.0
PTEN65,8.338,-0.24536,1.0,1.0
RAS65,108.626,-0.14011,1.0,1.0
STAT65,1534.777,0.24528,0.6220943349652531,1.0
TP65,8.648,-0.3049,0.47807193239260243,1.0
VEGF65,25.062,-0.1067,0.3817567943560151,1.0
WNT65,7.053,-0.02491,1.0,1.0
ZEB65,284.181,-0.28793,0.49755545638841053,1.0
ACTB66,249.772,-0.04461,0.7103569050397931,1.0
BRCA66,30.191,0.71925,0.11740227332066662,1.0
CDK66,16.451,0.11363,1.0,1.0
EGFR66,29.219,-0.20671,1.0,1.0
FOX66,382.388,0.39157,0.48267591698991746,1.0
GATA66,43.82,-0.04464,1.0,1.0
HIF66,136.557,0.30629,0.3518840385540196,1.0
IL66,59.44,0.16417,0.9933823987883673,1.0
JAK66,179.89,-0.04677,1.0,1.0
KRAS66,189.947,-0.01867,1.0,1.0
LDH66,0.845,0.08267,0.8946508300669094,1.0
MYC66,360.681,-0.57956,0.3011862941945952,1.0
NFK66,3932.885,0.28305,0.43922241947999197,1.0
PTEN66,3562.719,0.39972,0.24911851410467592,1.0
RAS66,826.8,-0.20232,0.8305817763536327,1.0
STAT66,106.515,-0.27264,0.9014604158298148,1.0
TP66,16.321,-0.02088,0.8494972647104518,1.0
VEGF66,85.814,0.26843,0.265360131783227,1.0
WNT66,14.041,0.6043,0.5463993888054066,1.0
ZEB66,7.929,0.27592,0.4352107630143533,1.0
ACTB67,17.802,-0.20342,1.0,1.0
BRCA67,371.938,-0.77575,0.04647506480154398,1.0
CDK67,393.087,0.20104,1.0,1.0
EGFR67,24.997,0.00296,1.0,1.0
FOX67,5.254,-0.28595,1.0,1.0
GATA67,5.822,-0.25443,0.5187741273094271,1.0
HIF67,31.267,-0.48581,0.5699109262491798,1.0
IL67,49.738,-0.20653,1.0,1.0
JAK67,301.021,0.16554,1.0,1.0
KRAS67,23.139,-0.1268,1.0,1.0
LDH67,11.943,0.00351,0.7635418461249996,1.0
MYC67,126.276,-0.26088,0.2906550604854594,1.0
NFK67,375.518,-0.33541,0.5697951906064791,1.0
PTEN67,210.225,0.6019,0.3412842431722633,1.0
RAS67,4.889,0.07438,1.0,1.0
STAT67,336.267,-0.06497,1.0,1.0
TP67,50.337,0.295,0.7678854111429727,1.0
VEGF67,34.027,-0.00627,0.9064516500330283,1.0
WNT67,21.533,-0.11234,1.0,1.0
ZEB67,14.148,-0.09926,1.0,1.0
ACTB68,131.158,-0.03322,1.0,1.0
BRCA68,188.996,0.26994,0.42745461676601104,1.0
CDK68,76.727,0.30819,0.3568492710617433,1.0
EGFR68,65.953,0.15848,1.0,1.0
FOX68,117.375,-0.14067,0.8218530465153691,1.0
GATA68,69.344,-0.07611,0.5299068594841252,1.0
HIF68,14.807,-0.24074,0.5076383391400394,1.0
IL68,12963.275,-0.07063,0.39255173024699874,1.0
JAK68,15.647,1.70556,0.01045122043483579,0.6431520267591255
KRAS68,2203.216,0.248,0.6460214662460027,1.0
LDH68,28.55,-0.08066,0.45484870871138483,1.0
MYC68,27.299,0.0806,0.7676344380867164,1.0
NFK68,65.657,-0.64426,0.3925795366956932,1.0
PTEN68,42.668,0.32187,0.6252540499628512,1.0
RAS68,219.977,-0.02791,1.0,1.0
STAT68,6.116,0.06336,1.0,1.0
TP68,10.475,-0.21461,0.8733914444868655,1.0
VEGF68,61.414,0.17259,0.38647755458768285,1.0
WNT68,45.429,-0.225,0.9192931037997175,1.0
ZEB68,24.717,0.05872,1.0,1.0
ACTB69,19.604,0.17995,1.0,1.0
BRCA69,594.045,0.05082,0.9504266720030105,1.0
CDK69,1205.892,-0.19587,0.7120212245577555,1.0
EGFR69,231.021,0.05081,1.0,1.0
FOX69,157.455,0.52742,0.3345973754486826,1.0
GATA69,318.007,-0.1668,0.7446757060481887,1.0
HIF69,61.461,0.88848,0.0684307116735536,1.0
IL69,73.979,0.6378,0.26943477997300996,1.0
JAK69,254.149,-0.0539,1.0,1.0
KRAS69,475.88,-0.27969,0.5056728667420266,1.0
LDH69,52.245,0.13766,1.0,1.0
MYC69,3.183,0.6691,0.6929235385811888,1.0
NFK69,1892.637,0.30349,0.46869375960447934,1.0
PTEN69,85.162,0.00409,0.4557043635790045,1.0
RAS69,71.193,-0.34293,0.2648238330934957,1.0
STAT69,699.896,0.51427,0.2427226893724898,1.0
TP69,611.52,-0.04475,1.0,1.0
VEGF69,702.903,0.14135,0.5464748827770088,1.0
WNT69,116.411,-0.00649,1.0,1.0
ZEB69,13.827,-0.06104,1.0,1.0
ACTB70,10.781,-0.17921,1.0,1.0
BRCA70,136.856,0.30019,0.3217623793699518,1.0
CDK70,15.918,-0.01432,0.7066414930564143,1.0
EGFR70,67.12,0.37204,0.33511641303579437,1.0
FOX70,91.223,-0.11452,0.3800090253481897,1.0
GATA70,6.055,0.02381,0.8437110188614527,1.0
HIF70,77.597,-0.08822,1.0,1.0
IL70,85.506,0.01451,1.0,1.0
JAK70,108.605,-0.14395,0.33432438653411006,1.0
KRAS70,640.799,0.1173,1.0,1.0
LDH70,1481.219,0.48005,0.11153702492751644,1.0
MYC70,45.184,0.13049,0.4080939032269936,1.0
NFK70,28.551,0.05494,0.5408659694383122,1.0
PTEN70,116.646,-0.59805,0.2950651206167217,1.0
RAS70,109.931,0.05981,0.45616180290966996,1.0
STAT70,15.76,0.03047,1.0,1.0
TP70,42.053,0.00217,0.47830991902483383,1.0
VEGF70,6.436,0.23492,0.9914937444151083,1.0
WNT70,38.053,0.09188,0.43897744007769357,1.0
ZEB70,85.889,-0.32244,0.8255358938829574,1.0
ACTB71,1386.134,-0.53342,0.22650204419705952,1.0
BRCA71,218.324,0.06543,1.0,1.0
CDK71,15.443,-0.30419,0.5894417145812549,1.0
EGFR71,524.164,0.04146,1.0,1.0
FOX71,235.458,-0.33138,0.7248707391357441,1.0
GATA71,78.001,-0.17486,0.3058982391725753,1.0
HIF71,37.511,-0.22402,0.7339100982413415,1.0
IL71,8.97,-0.08039,0.4413318015330089,1.0
JAK71,70.846,-0.31571,0.6303028852837256,1.0
KRAS71,89.02,0.25596,0.8910070635261543,1.0
LDH71,133.899,0.118,1.0,1.0
MYC71,106.443,0.20346,0.3095399232039489,1.0
NFK71,592.219,0.05864,0.3880958152047197,1.0
PTEN71,302.465,-0.22665,0.6994545164017039,1.0
RAS71,26.415,-0.21309,0.5828832276899627,1.0
STAT71,390.772,0.03502,0.4187456392265929,1.0
TP71,21.794,0.24231,0.3456903579135233,1.0
VEGF71,780.104,-0.24673,0.8295027378008368,1.0
WNT71,57.026,0.0086,0.8212765846741862,1.0
ZEB71,28.206,0.18439,0.9441593705019256,1.0
ACTB72,33.385,0.08274,1.0,1.0
BRCA72,22.507,0.29456,0.9336433035326098,1.0
CDK72,10.574,-0.21813,0.3482136835568032,1.0
EGFR72,14.903,0.31612,0.9709214774994281,1.0
FOX72,4400.205,-0.43214,0.3369677967073831,1.0
GATA72,1080.996,0.44446,0.15126679617860073,1.0
HIF72,134.353,-0.17105,0.4862176813853901,1.0
IL72,14.24,0.04357,0.5734328340112563,1.0
JAK72,17.33,0.37691,0.725927341346438,1.0
KRAS72,84.22,-0.39775,0.5862185623080622,1.0
LDH72,4.178,-0.38694,0.3055170687328741,1.0
MYC72,27.476,-0.03125,1.0,1.0
NFK72,971.242,0.09498,0.3866526875294221,1.0
PTEN72,412.296,-0.68377,0.1643079240511556,1.0
RAS72,86.402,0.26241,0.8576781006322679,1.0
STAT72,77.064,-0.16142,1.0,1.0
TP72,217.169,-0.02194,1.0,1.0
VEGF72,243.338,-0.28549,0.8893716374638881,1.0
WNT72,101.267,-0.00037,1.0,1.0
ZEB72,7.535,-0.1679,1.0,1.0
ACTB73,231.319,0.11654,0.6268509821465323,1.0
BRCA73,897.385,-0.11373,0.6350775535269463,1.0
CDK73,39.068,0.39814,0.7592070347493335,1.0
EGFR73,392.985,-0.01362,1.0,1.0
FOX73,701.913,-0.53875,0.22578925367085828,1.0
GATA73,106.087,0.0851,0.42340736846170035,1.0
HIF73,7.658,0.13462,1.0,1.0
IL73,348.535,-0.02155,0.45826190596095834,1.0
JAK73,77.4,0.39415,0.5132871628332679,1.0
KRAS73,1820.769,-0.07531,0.4723949245635875,1.0
LDH73,374.786,-0.18086,0.6700906557360351,1.0
MYC73,205.678,0.28356,0.49572231469735567,1.0
NFK73,457.367,0.02093,0.5015947259886172,1.0
PTEN73,58.804,-0.42376,0.3591115639575158,1.0
RAS73,518.213,-0.41334,0.22830464302590564,1.0
STAT73,15.069,0.28179,0.7619864916005433,1.0
TP73,39.944,-0.00465,0.9469021352919121,1.0
VEGF73,59.333,0.18326,0.49526303347945216,1.0
WNT73,6.352,-0.58612,0.5998559584694518,1.0
ZEB73,15.83,-0.11074,1.0,1.0
ACTB74,61.407,-0.22998,0.519954464141328,1.0
BRCA74,34.292,0.1733,0.44095060776411166,1.0
CDK74,14.334,0.18736,0.6071529206926831,1.0
EGFR74,17.441,-0.56619,0.48939038649818445,1.0
FOX74,335.637,-0.08019,1.0,1.0
GATA74,1274.906,0.11901,0.874324903464524,1.0
HIF74,143.582,0.0911,0.353959240432874,1.0
IL74,76.518,0.07223,1.0,1.0
JAK74,17.636,0.30537,0.3766547006384624,1.0
KRAS74,10.781,-0.12873,0.6448321289060304,1.0
LDH74,258.348,-0.01,0.9085709713460395,1.0
MYC74,24.179,-0.07909,1.0,1.0
NFK74,74.479,-0.32987,0.7874996982434002,1.0
PTEN74,79.468,-0.15151,0.4183718972772165,1.0
RAS74,107.296,0.03952,1.0,1.0
STAT74,1492.578,-0.04094,1.0,1.0
TP74,12.609,0.07967,0.6262700280419782,1.0
VEGF74,53.835,0.00134,0.6543847280535748,1.0
WNT74,144.075,0.15659,1.0,1.0
ZEB74,3.724,-0.28394,0.9164425634141237,1.0
ACTB75,42.376,-0.06817,0.7667951288739564,1.0
BRCA75,460.941,-0.23146,0.3930708850889911,1.0
CDK75,472.653,0.10439,0.6369874082067002,1.0
EGFR75,90.237,0.29731,0.42459954498463914,1.0
FOX75,394.853,-0.03126,1.0,1.0
GATA75,60.402,-0.24642,0.3042814307655774,1.0
HIF75,45.569,0.2181,0.31279444325081496,1.0
IL75,16.923,0.49495,0.3983188020732877,1.0
JAK75,48.629,0.13874,0.9624134672129382,1.0
KRAS75,40.199,-0.2943,0.8668842512930967,1.0
LDH75,90.179,0.06343,1.0,1.0
MYC75,275.979,-0.1707,0.4573852494936228,1.0
NFK75,813.974,0.41483,0.47028252175237634,1.0
PTEN75,498.569,0.43919,0.4116357041190142,1.0
RAS75,175.869,-0.15476,0.9654671808025214,1.0
STAT75,56.249,-0.28783,0.3436299136174555,1.0
TP75,132.272,0.27492,0.9052643829487199,1.0
VEGF75,8.65,-0.16407,0.4111507042046555,1.0
WNT75,253.067,-0.11162,1.0,1.0
ZEB75,9.041,-0.22347,0.5767450887494131,1.0
ACTB76,257.535,-0.20068,0.4078033834385575,1.0
BRCA76,302.639,-0.12295,0.8423676780241384,1.0
CDK76,11.49,-0.27639,0.7645437810996346,1.0
EGFR76,30.722,-0.30779,0.5390993961819156,1.0
FOX76,5284.086,-0.23366,0.7077834307692579,1.0
GATA76,51.003,-0.15119,0.5452714047935818,1.0
HIF76,12.853,-0.30676,0.5366739102444721,1.0
IL76,35.499,0.1256,0.7621878946381734,1.0
JAK76,262.738,0.28325,0.8888450086675835,1.0
KRAS76,283.153,-0.24867,0.25539308629730484,1.0
LDH76,1012.276,0.39835,0.3354902241965928,1.0
MYC76,58.022,-0.09872,0.47542205662803483,1.0
NFK76,107.354,-0.24032,0.8096644830215987,1.0
PTEN76,497.366,-0.01444,1.0,1.0
RAS76,186.883,0.13115,0.41264633967695385,1.0
STAT76,470.484,-0.09692,0.9789026034545606,1.0
TP76,11.286,0.1787,1.0,1.0
VEGF76,40.622,0.38756,0.32949721757568895,1.0
WNT76,171.66,0.22807,0.7388910935873861,1.0
ZEB76,126.405,0.16735,1.0,1.0
ACTB77,50.722,-0.11426,1.0,1.0
BRCA77,260.823,-0.31487,0.2561884852074036,1.0
CDK77,101.951,-0.39685,0.7245266256598707,1.0
EGFR77,73.932,0.47767,0.22228793462954655,1.0
FOX77,27.911,0.39488,0.25679055445389193,1.0
GATA77,6.475,0.21723,0.7194216669264966,1.0
HIF77,443.995,-0.1034,0.6289229331871367,1.0
IL77,11.462,0.36008,0.660625238271909,1.0
JAK77,65.001,-0.04462,0.7460385292895975,1.0
KRAS77,3.078,0.20863,0.4718712792947374,1.0
LDH77,394.414,-0.13872,0.6015334054106198,1.0
MYC77,815.728,-0.15841,0.35318971293701906,1.0
NFK77,1.552,-0.13587,1.0,1.0
PTEN77,225.277,-0.17615,0.4021637627767541,1.0
RAS77,64.423,0.4785,0.5230315637204759,1.0
STAT77,108.013,0.41818,0.421100642667164,1.0
TP77,7.23,0.07171,0.9815456587050111,1.0
VEGF77,91.36,-0.12796,0.7120494597131144,1.0
WNT77,604.399,-0.42595,0.5467689892559846,1.0
ZEB77,11.569,-0.0552,1.0,1.0
ACTB78,42.26,-0.28615,0.8045122239872432,1.0
BRCA78,56.782,0.01455,1.0,1.0
CDK78,68.19,0.14812,0.7316058962381291,1.0
EGFR78,295.775,0.63923,0.22866362697943146,1.0
FOX78,137.814,-0.09325,0.8906717220660184,1.0
GATA78,10.708,-0.401,0.7858280579080705,1.0
HIF78,156.054,-0.28589,0.7119005461737583,1.0
IL78,21.098,0.1512,0.6243587321148831,1.0
JAK78,5.672,-0.00941,0.7918915705147769,1.0
KRAS78,34.172,0.12977,0.3892682996064913,1.0
LDH78,5.744,0.12814,0.7317170656724274,1.0
MYC78,19257.456,0.29584,0.34712180969979184,1.0
NFK78,73.059,0.21269,0.4084489822834891,1.0
PTEN78,250.427,0.32327,0.4045564412061951,1.0
RAS78,2.579,-0.73368,0.5942167941160033,1.0
STAT78,2.474,-0.32178,0.5703812264628931,1.0
TP78,1385.303,0.33901,0.33047810879703393,1.0
VEGF78,1145.95,0.09019,0.9200567671108394,1.0
WNT78,6.01,0.21788,0.3368988787495852,1.0
ZEB78,9.869,-0.36201,0.9163540186937464,1.0
ACTB79,37.938,0.02433,1.0,1.0
BRCA79,271.875,0.00881,0.5104073718288806,1.0
CDK79,21.147,-0.2536,0.32224573368522796,1.0
EGFR79,75.791,-0.18464,0.6355692141119327,1.0
FOX79,105.739,-0.15554,0.33532538476627455,1.0
GATA79,1765.414,0.05946,1.0,1.0
HIF79,313.719,-0.42676,0.5676842124996426,1.0
