model,seed,epoch,split,loss,accuracy,lr
ViT-B/16,3,39,train,0.14745,0.95569,0.0003
ViT-B/16,3,40,train,0.1439,0.93869,0.0001
ViT-B/16,3,41,train,0.12869,0.95925,0.0001
ViT-B/16,3,42,train,0.13633,0.97296,0.0001
ViT-B/16,3,43,train,0.11211,0.96905,0.0001
ViT-B/16,3,44,train,0.11371,0.94842,0.0001
ViT-B/16,3,45,train,0.12798,0.97657,0.0001
ViT-B/16,3,46,train,0.08898,0.97524,0.0001
ViT-B/16,3,47,train,0.10573,0.96288,0.0001
ViT-B/16,3,48,train,0.08631,0.97346,0.0001
ViT-B/16,3,49,train,0.0975,0.9664,0.0001
ViT-B/16,3,50,train,0.07913,0.97934,0.0001
ViT-B/16,3,51,train,0.08436,0.96679,0.0001
ViT-B/16,3,52,train,0.098,0.96782,3e-05
ViT-B/16,3,53,train,0.06724,0.98274,3e-05
ViT-B/16,3,54,train,0.09019,0.97119,3e-05
ViT-B/16,3,55,train,0.07306,0.9847,3e-05
ViT-B/16,3,56,train,0.06303,0.9995,3e-05
ViT-B/16,3,57,train,0.09612,0.96834,3e-05
ViT-B/16,3,58,train,0.06972,0.9562,3e-05
ViT-B/16,3,59,train,0.07125,0.99517,3e-05
ViT-B/16,3,60,train,0.05406,0.97533,3e-05
ViT-B/16,3,1,val,2.23388,0.45379,0.001
ViT-B/16,3,2,val,2.15307,0.48984,0.001
ViT-B/16,3,3,val,2.02176,0.50811,0.001
ViT-B/16,3,4,val,1.87401,0.5481,0.001
ViT-B/16,3,5,val,1.77437,0.57048,0.001
ViT-B/16,3,6,val,1.64447,0.58822,0.001
ViT-B/16,3,7,val,1.58009,0.61537,0.001
ViT-B/16,3,8,val,1.46816,0.62859,0.001
ViT-B/16,3,9,val,1.37654,0.63452,0.001
ViT-B/16,3,10,val,1.32792,0.67143,0.001
ViT-B/16,3,11,val,1.24013,0.68169,0.001
ViT-B/16,3,12,val,1.15408,0.69465,0.001
ViT-B/16,3,13,val,1.07958,0.72304,0.001
ViT-B/16,3,14,val,1.03006,0.74532,0.001
ViT-B/16,3,15,val,0.99021,0.7505,0.001
ViT-B/16,3,16,val,0.9254,0.77005,0.001
ViT-B/16,3,17,val,0.83922,0.77718,0.001
ViT-B/16,3,18,val,0.81144,0.77738,0.001
ViT-B/16,3,19,val,0.76201,0.78296,0.001
ViT-B/16,3,20,val,0.71758,0.79597,0.001
ViT-B/16,3,21,val,0.67686,0.79544,0.001
ViT-B/16,3,22,val,0.65986,0.81777,0.001
ViT-B/16,3,23,val,0.60027,0.8309,0.001
ViT-B/16,3,24,val,0.55571,0.83168,0.001
ViT-B/16,3,25,val,0.54847,0.83524,0.0003
ViT-B/16,3,26,val,0.55914,0.84963,0.0003
ViT-B/16,3,27,val,0.52794,0.8728,0.0003
ViT-B/16,3,28,val,0.47688,0.86545,0.0003
ViT-B/16,3,29,val,0.49638,0.86908,0.0003
ViT-B/16,3,30,val,0.47412,0.88487,0.0003
ViT-B/16,3,31,val,0.39495,0.88086,0.0003
ViT-B/16,3,32,val,0.41474,0.89403,0.0003
ViT-B/16,3,33,val,0.40908,0.89351,0.0003
ViT-B/16,3,34,val,0.36034,0.89674,0.0003
ViT-B/16,3,35,val,0.37566,0.88884,0.0003
ViT-B/16,3,36,val,0.37584,0.89202,0.0003
ViT-B/16,3,37,val,0.35548,0.90084,0.0003
ViT-B/16,3,38,val,0.29781,0.91951,0.0003
ViT-B/16,3,39,val,0.34623,0.92482,0.0003
ViT-B/16,3,40,val,0.29683,0.89811,0.0001
ViT-B/16,3,41,val,0.29542,0.91387,0.0001
ViT-B/16,3,42,val,0.28166,0.92553,0.0001
ViT-B/16,3,43,val,0.27128,0.92218,0.0001
ViT-B/16,3,44,val,0.23373,0.9053,0.0001
ViT-B/16,3,45,val,0.28913,0.92024,0.0001
ViT-B/16,3,46,val,0.2536,0.93163,0.0001
ViT-B/16,3,47,val,0.24707,0.91951,0.0001
ViT-B/16,3,48,val,0.2296,0.92573,0.0001
ViT-B/16,3,49,val,0.2596,0.91969,0.0001
ViT-B/16,3,50,val,0.19228,0.94333,0.0001
ViT-B/16,3,51,val,0.20248,0.92271,0.0001
ViT-B/16,3,52,val,0.23382,0.918,3e-05
ViT-B/16,3,53,val,0.23091,0.93663,3e-05
ViT-B/16,3,54,val,0.24071,0.92603,3e-05
ViT-B/16,3,55,val,0.20826,0.93511,3e-05
ViT-B/16,3,56,val,0.22581,0.95675,3e-05
ViT-B/16,3,57,val,0.18815,0.92445,3e-05
ViT-B/16,3,58,val,0.20309,0.91872,3e-05
ViT-B/16,3,59,val,0.16962,0.93981,3e-05
ViT-B/16,3,60,val,0.22174,0.93417,3e-05
ViT-B/16,4,1,train,2.16603,0.45885,0.001
ViT-B/16,4,2,train,1.98894,0.49922,0.001
ViT-B/16,4,3,train,1.84134,0.52005,0.001
ViT-B/16,4,4,train,1.68791,0.53924,0.001
ViT-B/16,4,5,train,1.56764,0.58545,0.001
ViT-B/16,4,6,train,1.43534,0.60021,0.001
ViT-B/16,4,7,train,1.32574,0.61877,0.001
ViT-B/16,4,8,train,1.23235,0.66215,0.001
ViT-B/16,4,9,train,1.13469,0.67268,0.001
ViT-B/16,4,10,train,1.05448,0.69655,0.001
ViT-B/16,4,11,train,0.95518,0.70717,0.001
ViT-B/16,4,12,train,0.88229,0.72247,0.001
ViT-B/16,4,13,train,0.81678,0.74313,0.001
ViT-B/16,4,14,train,0.76308,0.75967,0.001
ViT-B/16,4,15,train,0.6875,0.76884,0.001
ViT-B/16,4,16,train,0.65777,0.79212,0.001
ViT-B/16,4,17,train,0.61923,0.79425,0.001
ViT-B/16,4,18,train,0.56028,0.80795,0.001
ViT-B/16,4,19,train,0.4928,0.81663,0.001
ViT-B/16,4,20,train,0.49325,0.79945,0.001
ViT-B/16,4,21,train,0.4284,0.82049,0.001
ViT-B/16,4,22,train,0.44099,0.84424,0.001
ViT-B/16,4,23,train,0.36257,0.8615,0.001
ViT-B/16,4,24,train,0.36794,0.86049,0.001
ViT-B/16,4,25,train,0.32395,0.8761,0.0003
ViT-B/16,4,26,train,0.30603,0.87043,0.0003
ViT-B/16,4,27,train,0.26423,0.87434,0.0003
ViT-B/16,4,28,train,0.27675,0.873,0.0003
ViT-B/16,4,29,train,0.2406,0.88824,0.0003
ViT-B/16,4,30,train,0.22977,0.90515,0.0003
ViT-B/16,4,31,train,0.22968,0.89362,0.0003
ViT-B/16,4,32,train,0.2045,0.91136,0.0003
ViT-B/16,4,33,train,0.19539,0.91113,0.0003
ViT-B/16,4,34,train,0.18269,0.91373,0.0003
ViT-B/16,4,35,train,0.15738,0.91084,0.0003
ViT-B/16,4,36,train,0.12893,0.92168,0.0003
ViT-B/16,4,37,train,0.15796,0.935,0.0003
ViT-B/16,4,38,train,0.13415,0.93415,0.0003
ViT-B/16,4,39,train,0.14078,0.9196,0.0003
ViT-B/16,4,40,train,0.14526,0.96057,0.0001
ViT-B/16,4,41,train,0.14233,0.93399,0.0001
ViT-B/16,4,42,train,0.10436,0.92093,0.0001
ViT-B/16,4,43,train,0.12418,0.94096,0.0001
ViT-B/16,4,44,train,0.12782,0.94782,0.0001
ViT-B/16,4,45,train,0.10112,0.95432,0.0001
ViT-B/16,4,46,train,0.09204,0.95467,0.0001
ViT-B/16,4,47,train,0.06948,0.94892,0.0001
ViT-B/16,4,48,train,0.08696,0.96034,0.0001
ViT-B/16,4,49,train,0.09299,0.95111,0.0001
ViT-B/16,4,50,train,0.102,0.95807,0.0001
ViT-B/16,4,51,train,0.06146,0.94585,0.0001
ViT-B/16,4,52,train,0.05672,0.96198,3e-05
ViT-B/16,4,53,train,0.084,0.95812,3e-05
ViT-B/16,4,54,train,0.07844,0.95658,3e-05
ViT-B/16,4,55,train,0.05727,0.96465,3e-05
ViT-B/16,4,56,train,0.07647,0.96768,3e-05
ViT-B/16,4,57,train,0.05587,0.95612,3e-05
ViT-B/16,4,58,train,0.06843,0.95634,3e-05
ViT-B/16,4,59,train,0.05673,0.95579,3e-05
ViT-B/16,4,60,train,0.06888,0.95243,3e-05
ViT-B/16,4,1,val,2.25391,0.45992,0.001
ViT-B/16,4,2,val,2.14097,0.4948,0.001
ViT-B/16,4,3,val,1.9642,0.51499,0.001
ViT-B/16,4,4,val,1.82481,0.53199,0.001
ViT-B/16,4,5,val,1.72172,0.56463,0.001
ViT-B/16,4,6,val,1.64598,0.58293,0.001
ViT-B/16,4,7,val,1.5429,0.60477,0.001
ViT-B/16,4,8,val,1.42493,0.64048,0.001
ViT-B/16,4,9,val,1.38426,0.65821,0.001
ViT-B/16,4,10,val,1.2587,0.67355,0.001
ViT-B/16,4,11,val,1.17952,0.67948,0.001
ViT-B/16,4,12,val,1.14227,0.69875,0.001
ViT-B/16,4,13,val,1.02889,0.71552,0.001
ViT-B/16,4,14,val,0.99486,0.73586,0.001
ViT-B/16,4,15,val,0.91452,0.7389,0.001
ViT-B/16,4,16,val,0.87643,0.75852,0.001
ViT-B/16,4,17,val,0.83609,0.76504,0.001
ViT-B/16,4,18,val,0.76328,0.77463,0.001
ViT-B/16,4,19,val,0.71328,0.78895,0.001
ViT-B/16,4,20,val,0.67986,0.78185,0.001
ViT-B/16,4,21,val,0.67259,0.78485,0.001
ViT-B/16,4,22,val,0.62174,0.80353,0.001
ViT-B/16,4,23,val,0.59115,0.82914,0.001
ViT-B/16,4,24,val,0.56166,0.82323,0.001
ViT-B/16,4,25,val,0.5412,0.83989,0.0003
ViT-B/16,4,26,val,0.50928,0.83769,0.0003
ViT-B/16,4,27,val,0.51748,0.83101,0.0003
ViT-B/16,4,28,val,0.49353,0.83206,0.0003
ViT-B/16,4,29,val,0.4717,0.84683,0.0003
ViT-B/16,4,30,val,0.38335,0.86369,0.0003
ViT-B/16,4,31,val,0.42004,0.84333,0.0003
ViT-B/16,4,32,val,0.3825,0.87154,0.0003
ViT-B/16,4,33,val,0.37725,0.86889,0.0003
ViT-B/16,4,34,val,0.36237,0.87284,0.0003
ViT-B/16,4,35,val,0.36481,0.8649,0.0003
ViT-B/16,4,36,val,0.30205,0.88095,0.0003
ViT-B/16,4,37,val,0.31907,0.89334,0.0003
ViT-B/16,4,38,val,0.30373,0.88105,0.0003
ViT-B/16,4,39,val,0.28476,0.88409,0.0003
ViT-B/16,4,40,val,0.2881,0.90408,0.0001
ViT-B/16,4,41,val,0.29886,0.89195,0.0001
ViT-B/16,4,42,val,0.26516,0.87864,0.0001
ViT-B/16,4,43,val,0.26111,0.88996,0.0001
ViT-B/16,4,44,val,0.26506,0.89751,0.0001
ViT-B/16,4,45,val,0.26783,0.91145,0.0001
ViT-B/16,4,46,val,0.23034,0.91982,0.0001
ViT-B/16,4,47,val,0.21492,0.90712,0.0001
ViT-B/16,4,48,val,0.25227,0.90276,0.0001
ViT-B/16,4,49,val,0.22093,0.90681,0.0001
ViT-B/16,4,50,val,0.22141,0.9138,0.0001
ViT-B/16,4,51,val,0.21856,0.89954,0.0001
ViT-B/16,4,52,val,0.22446,0.90891,3e-05
ViT-B/16,4,53,val,0.21818,0.9052,3e-05
ViT-B/16,4,54,val,0.19965,0.91536,3e-05
ViT-B/16,4,55,val,0.20837,0.91382,3e-05
ViT-B/16,4,56,val,0.22401,0.91028,3e-05
ViT-B/16,4,57,val,0.18998,0.90388,3e-05
ViT-B/16,4,58,val,0.16728,0.91013,3e-05
ViT-B/16,4,59,val,0.15972,0.9146,3e-05
ViT-B/16,4,60,val,0.18631,0.90173,3e-05
ConvNeXt-T,0,1,train,2.14007,0.45157,0.001
ConvNeXt-T,0,2,train,1.99345,0.49703,0.001
ConvNeXt-T,0,3,train,1.83242,0.53357,0.001
ConvNeXt-T,0,4,train,1.65437,0.55164,0.001
ConvNeXt-T,0,5,train,1.52622,0.58274,0.001
ConvNeXt-T,0,6,train,1.3984,0.61556,0.001
ConvNeXt-T,0,7,train,1.28938,0.63521,0.001
ConvNeXt-T,0,8,train,1.16238,0.65411,0.001
ConvNeXt-T,0,9,train,1.08125,0.68441,0.001
ConvNeXt-T,0,10,train,0.98579,0.69962,0.001
ConvNeXt-T,0,11,train,0.92859,0.72142,0.001
ConvNeXt-T,0,12,train,0.83548,0.73736,0.001
ConvNeXt-T,0,13,train,0.7892,0.75416,0.001
ConvNeXt-T,0,14,train,0.70515,0.75696,0.001
ConvNeXt-T,0,15,train,0.66541,0.78033,0.001
ConvNeXt-T,0,16,train,0.60975,0.78728,0.001
ConvNeXt-T,0,17,train,0.57108,0.79602,0.001
ConvNeXt-T,0,18,train,0.52057,0.80746,0.001
ConvNeXt-T,0,19,train,0.48574,0.81968,0.001
ConvNeXt-T,0,20,train,0.44944,0.83131,0.001
ConvNeXt-T,0,21,train,0.40307,0.8309,0.001
ConvNeXt-T,0,22,train,0.38513,0.84106,0.001
ConvNeXt-T,0,23,train,0.35747,0.85936,0.001
ConvNeXt-T,0,24,train,0.33878,0.85986,0.001
ConvNeXt-T,0,25,train,0.30085,0.88599,0.0003
ConvNeXt-T,0,26,train,0.28666,0.88279,0.0003
ConvNeXt-T,0,27,train,0.24834,0.88158,0.0003
ConvNeXt-T,0,28,train,0.2382,0.89586,0.0003
ConvNeXt-T,0,29,train,0.21878,0.90148,0.0003
ConvNeXt-T,0,30,train,0.20484,0.90733,0.0003
ConvNeXt-T,0,31,train,0.21425,0.89468,0.0003
ConvNeXt-T,0,32,train,0.19284,0.90592,0.0003
ConvNeXt-T,0,33,train,0.1807,0.91474,0.0003
ConvNeXt-T,0,34,train,0.14335,0.92254,0.0003
ConvNeXt-T,0,35,train,0.16631,0.92166,0.0003
ConvNeXt-T,0,36,train,0.12184,0.91757,0.0003
ConvNeXt-T,0,37,train,0.11908,0.92586,0.0003
ConvNeXt-T,0,38,train,0.14605,0.92324,0.0003
ConvNeXt-T,0,39,train,0.11599,0.93127,0.0003
ConvNeXt-T,0,40,train,0.11994,0.93785,0.0001
ConvNeXt-T,0,41,train,0.1005,0.94339,0.0001
ConvNeXt-T,0,42,train,0.12723,0.94332,0.0001
ConvNeXt-T,0,43,train,0.12652,0.9456,0.0001
ConvNeXt-T,0,44,train,0.07987,0.94311,0.0001
ConvNeXt-T,0,45,train,0.10249,0.95242,0.0001
ConvNeXt-T,0,46,train,0.09504,0.94171,0.0001
ConvNeXt-T,0,47,train,0.09072,0.94883,0.0001
ConvNeXt-T,0,48,train,0.07789,0.95479,0.0001
ConvNeXt-T,0,49,train,0.07027,0.95543,0.0001
ConvNeXt-T,0,50,train,0.0924,0.95993,0.0001
ConvNeXt-T,0,51,train,0.07387,0.94439,0.0001
ConvNeXt-T,0,52,train,0.07387,0.94922,3e-05
ConvNeXt-T,0,53,train,0.0714,0.95587,3e-05
ConvNeXt-T,0,54,train,0.06603,0.95587,3e-05
ConvNeXt-T,0,55,train,0.06846,0.95724,3e-05
ConvNeXt-T,0,56,train,0.07351,0.95854,3e-05
ConvNeXt-T,0,57,train,0.06164,0.96805,3e-05
ConvNeXt-T,0,58,train,0.05815,0.96263,3e-05
ConvNeXt-T,0,59,train,0.04608,0.95366,3e-05
ConvNeXt-T,0,60,train,0.08167,0.95748,3e-05
ConvNeXt-T,0,1,val,2.23252,0.45386,0.001
ConvNeXt-T,0,2,val,2.07457,0.49237,0.001
ConvNeXt-T,0,3,val,1.92458,0.52381,0.001
ConvNeXt-T,0,4,val,1.80603,0.55076,0.001
ConvNeXt-T,0,5,val,1.69435,0.57971,0.001
ConvNeXt-T,0,6,val,1.55163,0.60657,0.001
ConvNeXt-T,0,7,val,1.45336,0.62864,0.001
ConvNeXt-T,0,8,val,1.3961,0.64867,0.001
ConvNeXt-T,0,9,val,1.27824,0.67509,0.001
ConvNeXt-T,0,10,val,1.19049,0.69091,0.001
ConvNeXt-T,0,11,val,1.13382,0.7134,0.001
ConvNeXt-T,0,12,val,1.08558,0.72379,0.001
ConvNeXt-T,0,13,val,1.00859,0.74302,0.001
ConvNeXt-T,0,14,val,0.92077,0.74439,0.001
ConvNeXt-T,0,15,val,0.88089,0.76909,0.001
ConvNeXt-T,0,16,val,0.81008,0.77761,0.001
ConvNeXt-T,0,17,val,0.75843,0.78643,0.001
ConvNeXt-T,0,18,val,0.71957,0.79608,0.001
ConvNeXt-T,0,19,val,0.67834,0.80716,0.001
ConvNeXt-T,0,20,val,0.643,0.81747,0.001
ConvNeXt-T,0,21,val,0.5878,0.81618,0.001
ConvNeXt-T,0,22,val,0.54793,0.82763,0.001
ConvNeXt-T,0,23,val,0.54353,0.84509,0.001
ConvNeXt-T,0,24,val,0.46205,0.84508,0.001
ConvNeXt-T,0,25,val,0.46409,0.86861,0.0003
ConvNeXt-T,0,26,val,0.46446,0.86762,0.0003
ConvNeXt-T,0,27,val,0.46405,0.86628,0.0003
ConvNeXt-T,0,28,val,0.41007,0.87928,0.0003
ConvNeXt-T,0,29,val,0.39222,0.88701,0.0003
ConvNeXt-T,0,30,val,0.35091,0.89065,0.0003
ConvNeXt-T,0,31,val,0.32918,0.88256,0.0003
ConvNeXt-T,0,32,val,0.36931,0.88966,0.0003
ConvNeXt-T,0,33,val,0.31873,0.89629,0.0003
ConvNeXt-T,0,34,val,0.2974,0.90198,0.0003
ConvNeXt-T,0,35,val,0.28551,0.90634,0.0003
ConvNeXt-T,0,36,val,0.28896,0.89911,0.0003
ConvNeXt-T,0,37,val,0.29779,0.90897,0.0003
ConvNeXt-T,0,38,val,0.27357,0.90346,0.0003
ConvNeXt-T,0,39,val,0.27345,0.90382,0.0003
ConvNeXt-T,0,40,val,0.24187,0.92163,0.0001
ConvNeXt-T,0,41,val,0.23278,0.92413,0.0001
ConvNeXt-T,0,42,val,0.19899,0.92614,0.0001
ConvNeXt-T,0,43,val,0.21461,0.92504,0.0001
ConvNeXt-T,0,44,val,0.22528,0.91848,0.0001
ConvNeXt-T,0,45,val,0.18401,0.93797,0.0001
ConvNeXt-T,0,46,val,0.2244,0.92612,0.0001
ConvNeXt-T,0,47,val,0.21772,0.93154,0.0001
ConvNeXt-T,0,48,val,0.17871,0.93609,0.0001
ConvNeXt-T,0,49,val,0.1741,0.93907,0.0001
ConvNeXt-T,0,50,val,0.1851,0.94071,0.0001
ConvNeXt-T,0,51,val,0.13896,0.92899,0.0001
ConvNeXt-T,0,52,val,0.18755,0.92868,3e-05
ConvNeXt-T,0,53,val,0.16956,0.93885,3e-05
ConvNeXt-T,0,54,val,0.1377,0.93388,3e-05
ConvNeXt-T,0,55,val,0.16001,0.93858,3e-05
ConvNeXt-T,0,56,val,0.14314,0.94005,3e-05
ConvNeXt-T,0,57,val,0.13447,0.94224,3e-05
ConvNeXt-T,0,58,val,0.12311,0.94427,3e-05
ConvNeXt-T,0,59,val,0.1885,0.93282,3e-05
ConvNeXt-T,0,60,val,0.16261,0.93922,3e-05
ConvNeXt-T,1,1,train,2.1632,0.4519,0.001
ConvNeXt-T,1,2,train,2.01059,0.48134,0.001
ConvNeXt-T,1,3,train,1.87748,0.51563,0.001
ConvNeXt-T,1,4,train,1.71877,0.54606,0.001
ConvNeXt-T,1,5,train,1.58998,0.57627,0.001
ConvNeXt-T,1,6,train,1.48949,0.59047,0.001
ConvNeXt-T,1,7,train,1.36548,0.62269,0.001
ConvNeXt-T,1,8,train,1.25751,0.64531,0.001
ConvNeXt-T,1,9,train,1.18338,0.66267,0.001
ConvNeXt-T,1,10,train,1.08575,0.68558,0.001
ConvNeXt-T,1,11,train,1.00135,0.69319,0.001
ConvNeXt-T,1,12,train,0.94158,0.72365,0.001
ConvNeXt-T,1,13,train,0.86321,0.72213,0.001
ConvNeXt-T,1,14,train,0.78592,0.73255,0.001
ConvNeXt-T,1,15,train,0.76176,0.75343,0.001
ConvNeXt-T,1,16,train,0.71231,0.77414,0.001
ConvNeXt-T,1,17,train,0.64977,0.77021,0.001
ConvNeXt-T,1,18,train,0.58619,0.7824,0.001
ConvNeXt-T,1,19,train,0.55118,0.79371,0.001
ConvNeXt-T,1,20,train,0.50677,0.80047,0.001
ConvNeXt-T,1,21,train,0.47086,0.82269,0.001
ConvNeXt-T,1,22,train,0.45853,0.82431,0.001
ConvNeXt-T,1,23,train,0.41171,0.83386,0.001
ConvNeXt-T,1,24,train,0.38969,0.84039,0.001
ConvNeXt-T,1,25,train,0.36122,0.85419,0.0003
ConvNeXt-T,1,26,train,0.35163,0.87664,0.0003
ConvNeXt-T,1,27,train,0.33159,0.86754,0.0003
ConvNeXt-T,1,28,train,0.30472,0.87986,0.0003
ConvNeXt-T,1,29,train,0.25388,0.88574,0.0003
ConvNeXt-T,1,30,train,0.2727,0.88489,0.0003
ConvNeXt-T,1,31,train,0.23047,0.8805,0.0003
ConvNeXt-T,1,32,train,0.2308,0.90308,0.0003
ConvNeXt-T,1,33,train,0.23534,0.91211,0.0003
ConvNeXt-T,1,34,train,0.20919,0.8981,0.0003
ConvNeXt-T,1,35,train,0.1663,0.90568,0.0003
ConvNeXt-T,1,36,train,0.17944,0.90228,0.0003
ConvNeXt-T,1,37,train,0.15978,0.91236,0.0003
ConvNeXt-T,1,38,train,0.15833,0.91788,0.0003
ConvNeXt-T,1,39,train,0.15772,0.91987,0.0003
ConvNeXt-T,1,40,train,0.13704,0.9244,0.0001
ConvNeXt-T,1,41,train,0.14356,0.92585,0.0001
ConvNeXt-T,1,42,train,0.14957,0.92293,0.0001
ConvNeXt-T,1,43,train,0.13335,0.93573,0.0001
ConvNeXt-T,1,44,train,0.11423,0.93981,0.0001
ConvNeXt-T,1,45,train,0.08412,0.9396,0.0001
ConvNeXt-T,1,46,train,0.10759,0.94777,0.0001
ConvNeXt-T,1,47,train,0.10942,0.92909,0.0001
ConvNeXt-T,1,48,train,0.09257,0.94106,0.0001
ConvNeXt-T,1,49,train,0.10186,0.93864,0.0001
ConvNeXt-T,1,50,train,0.09121,0.93944,0.0001
ConvNeXt-T,1,51,train,0.06138,0.95875,0.0001
ConvNeXt-T,1,52,train,0.06106,0.95613,3e-05
ConvNeXt-T,1,53,train,0.07314,0.94959,3e-05
ConvNeXt-T,1,54,train,0.06418,0.95121,3e-05
ConvNeXt-T,1,55,train,0.08442,0.95323,3e-05
ConvNeXt-T,1,56,train,0.08285,0.95366,3e-05
ConvNeXt-T,1,57,train,0.06785,0.95711,3e-05
ConvNeXt-T,1,58,train,0.07643,0.94526,3e-05
ConvNeXt-T,1,59,train,0.05534,0.95574,3e-05
ConvNeXt-T,1,60,train,0.05688,0.93774,3e-05
ConvNeXt-T,1,1,val,2.23554,0.45324,0.001
ConvNeXt-T,1,2,val,2.1038,0.47914,0.001
ConvNeXt-T,1,3,val,1.98703,0.51335,0.001
ConvNeXt-T,1,4,val,1.84951,0.54261,0.001
ConvNeXt-T,1,5,val,1.76426,0.57081,0.001
ConvNeXt-T,1,6,val,1.64486,0.5843,0.001
ConvNeXt-T,1,7,val,1.52979,0.61942,0.001
ConvNeXt-T,1,8,val,1.47538,0.64038,0.001
ConvNeXt-T,1,9,val,1.36656,0.65676,0.001
ConvNeXt-T,1,10,val,1.28663,0.67194,0.001
ConvNeXt-T,1,11,val,1.1848,0.68823,0.001
ConvNeXt-T,1,12,val,1.16702,0.71378,0.001
ConvNeXt-T,1,13,val,1.09918,0.70581,0.001
ConvNeXt-T,1,14,val,1.01737,0.7278,0.001
ConvNeXt-T,1,15,val,0.93561,0.74458,0.001
ConvNeXt-T,1,16,val,0.90887,0.76255,0.001
ConvNeXt-T,1,17,val,0.88499,0.76093,0.001
ConvNeXt-T,1,18,val,0.79239,0.77212,0.001
ConvNeXt-T,1,19,val,0.80448,0.78523,0.001
ConvNeXt-T,1,20,val,0.73136,0.79103,0.001
ConvNeXt-T,1,21,val,0.68841,0.8112,0.001
ConvNeXt-T,1,22,val,0.66652,0.81769,0.001
ConvNeXt-T,1,23,val,0.61116,0.82038,0.001
ConvNeXt-T,1,24,val,0.58609,0.82725,0.001
ConvNeXt-T,1,25,val,0.55248,0.83767,0.0003
ConvNeXt-T,1,26,val,0.54866,0.85955,0.0003
ConvNeXt-T,1,27,val,0.48662,0.85193,0.0003
ConvNeXt-T,1,28,val,0.46316,0.86497,0.0003
ConvNeXt-T,1,29,val,0.42334,0.86892,0.0003
ConvNeXt-T,1,30,val,0.479,0.86956,0.0003
ConvNeXt-T,1,31,val,0.45403,0.87234,0.0003
ConvNeXt-T,1,32,val,0.39462,0.88175,0.0003
ConvNeXt-T,1,33,val,0.35598,0.88923,0.0003
ConvNeXt-T,1,34,val,0.37189,0.88548,0.0003
ConvNeXt-T,1,35,val,0.38685,0.88852,0.0003
ConvNeXt-T,1,36,val,0.33445,0.89154,0.0003
ConvNeXt-T,1,37,val,0.31631,0.89599,0.0003
ConvNeXt-T,1,38,val,0.32406,0.89707,0.0003
ConvNeXt-T,1,39,val,0.33548,0.9045,0.0003
ConvNeXt-T,1,40,val,0.29644,0.90326,0.0001
ConvNeXt-T,1,41,val,0.26352,0.91484,0.0001
ConvNeXt-T,1,42,val,0.25193,0.9063,0.0001
ConvNeXt-T,1,43,val,0.26899,0.91777,0.0001
ConvNeXt-T,1,44,val,0.25334,0.91845,0.0001
ConvNeXt-T,1,45,val,0.22222,0.9156,0.0001
ConvNeXt-T,1,46,val,0.19863,0.92646,0.0001
ConvNeXt-T,1,47,val,0.22927,0.91308,0.0001
ConvNeXt-T,1,48,val,0.21208,0.92025,0.0001
ConvNeXt-T,1,49,val,0.1937,0.91897,0.0001
ConvNeXt-T,1,50,val,0.21654,0.92348,0.0001
ConvNeXt-T,1,51,val,0.22569,0.9404,0.0001
ConvNeXt-T,1,52,val,0.19307,0.93229,3e-05
ConvNeXt-T,1,53,val,0.19174,0.93203,3e-05
ConvNeXt-T,1,54,val,0.18626,0.93099,3e-05
ConvNeXt-T,1,55,val,0.1663,0.93364,3e-05
ConvNeXt-T,1,56,val,0.18964,0.93164,3e-05
ConvNeXt-T,1,57,val,0.18139,0.93466,3e-05
ConvNeXt-T,1,58,val,0.17729,0.93189,3e-05
ConvNeXt-T,1,59,val,0.18127,0.93653,3e-05
ConvNeXt-T,1,60,val,0.15772,0.92346,3e-05
ConvNeXt-T,2,1,train,2.11773,0.46811,0.001
ConvNeXt-T,2,2,train,1.90571,0.51359,0.001
ConvNeXt-T,2,3,train,1.69694,0.54218,0.001
ConvNeXt-T,2,4,train,1.52824,0.57178,0.001
ConvNeXt-T,2,5,train,1.3659,0.61335,0.001
ConvNeXt-T,2,6,train,1.22468,0.64941,0.001
ConvNeXt-T,2,7,train,1.12072,0.66805,0.001
ConvNeXt-T,2,8,train,0.97876,0.68955,0.001
ConvNeXt-T,2,9,train,0.91542,0.71555,0.001
ConvNeXt-T,2,10,train,0.79756,0.72854,0.001
ConvNeXt-T,2,11,train,0.73415,0.75139,0.001
ConvNeXt-T,2,12,train,0.64202,0.77155,0.001
ConvNeXt-T,2,13,train,0.60474,0.79264,0.001
ConvNeXt-T,2,14,train,0.55314,0.79536,0.001
ConvNeXt-T,2,15,train,0.46159,0.81538,0.001
ConvNeXt-T,2,16,train,0.43497,0.81411,0.001
ConvNeXt-T,2,17,train,0.3973,0.82759,0.001
ConvNeXt-T,2,18,train,0.38111,0.83421,0.001
ConvNeXt-T,2,19,train,0.35769,0.85865,0.001
ConvNeXt-T,2,20,train,0.3027,0.86385,0.001
ConvNeXt-T,2,21,train,0.29516,0.86474,0.001
ConvNeXt-T,2,22,train,0.25511,0.86739,0.001
ConvNeXt-T,2,23,train,0.2467,0.87465,0.001
ConvNeXt-T,2,24,train,0.21949,0.8797,0.001
ConvNeXt-T,2,25,train,0.16547,0.89968,0.0003
ConvNeXt-T,2,26,train,0.18587,0.90661,0.0003
ConvNeXt-T,2,27,train,0.14369,0.91302,0.0003
ConvNeXt-T,2,28,train,0.13568,0.9125,0.0003
